description,is_gen_pub,source
Photojournalist. I work on social issues long term documentary projects,1,Mesa Shooting
R.I.P @JaysoSTU                                         IG: thekidsimpson PSN: official_julian #BullsNation #TigerNation,1,Mesa Shooting
Ice on my wrist / midi-chlorians in my blood,1,Mesa Shooting
The REAL Tyler Travaglio No bluecheck needed! Streamer! Mtn. Ridge Drumline!Coyotes/Rangers! Chillstep & Trap wanna-be producer.:3 #RIPRobinWilliams,1,Mesa Shooting
Matthew 19:26,1,Mesa Shooting
"Married my love and Grammy of 4 boys-1girls. Love of Country,Military,God,Family. I will defend and protect my family, especially the grandchildren.",1,Mesa Shooting
girl who just wants to travel the world,1,Mesa Shooting
"aka Danielle Delaunay. MY STORE - http://t.co/79OCDglpbT  
SPOIL ME -  http://t.co/oEBX7eBvcn 
      http://t.co/gjSLuy0wpe           #darlingdeviants",1,Mesa Shooting
agent of change  marquise de lewis  i know william lewis better than anyone  living dichotemy  nobody's #1  extreme insomniac  FF: skydala,1,Mesa Shooting
http://t.co/hgKODWY9gx...Promoting Active Lifestyles in the Our Community!,1,Mesa Shooting
"I'm A Blogger, Constitution Defender, NRA/GOA Member & Conservative Attack Kitty. Was Pro-Palin Long Before She Was Nominated For VPOTUS #TCOT #NRA #TGDN",1,Mesa Shooting
"Do what you fear and fear disappears. Arizona State Sundevil 18. Forks up 365 days a year. Tempe, AZ",1,Mesa Shooting
"I am a Certified  Master Life Coach, My Life Coaching Empowers Women, One Woman at a Time,",1,Mesa Shooting
Hillsdale College Presidents Club. Hospice of the Valley. Precinct Committeman.. Hockey defenseman. INSTAGRAM-leslie1877,1,Mesa Shooting
"US & allied defense news from a constitutionalist perspecive. Supportive of our military, police, clandestine & emergency services. @Politalkal",1,Mesa Shooting
Peace seeker and truth seeker,1,Mesa Shooting
Freelance Photographer when not at my real job. Native born Arizonan.  Speaks Tahitian. Conservative freedom loving American. ASU Sun Devil Alumni.,1,Mesa Shooting
"PR consultant, politico, blogger and speaker. Owner of @MahoganyXan Communications. WuTangName - Sarkastik Watcher!",1,Mesa Shooting
Mom and avid learner,1,Mesa Shooting
"Pres/CEO of the Tempe Chamber, the best place in Arizona to start a new business",1,Mesa Shooting
"Dietitian by trade, freelance-at-home mom, tenderhearted justice advocate, baseball wife, and photographer. Oh, and I happen to have celiac disease.",1,Mesa Shooting
Dbacks Writer and fan Co Editor of @VenomStrikes @IBWAA member Writer for @BB_Essential Writer @LegendNewspaper. Love Golf Baseball and Politics.,1,Mesa Shooting
"ASU'18, AZ? Instagram: @anissajazlyn",1,Mesa Shooting
Alex is my boyfriend and thats all that really matters to me.,1,Mesa Shooting
"?Don't be mad cause I'm doing me better than you doing you?
Queen Creek, AZ",1,Mesa Shooting
coffee & eyeliner,1,Mesa Shooting
Unheard,1,Mesa Shooting
SWAVE | email dwessonbeats@gmail.com for collabs | #FMG #ForeignMusicGroup | EUPHORIA DROPS JULY 4TH,1,Mesa Shooting
travel w/ me,1,Mesa Shooting
Liberal Politics; Tcher Engl & Biol--EL thru HS;  Altern and Specl ED; JC Instructor Anat & Phys; Gardening;  Reading (esp. science); no religion,1,Mesa Shooting
You can find me in the bleachers. Co-host on @GJDRadio | Co-owner @Section148 shirts & apparell | Tennis instructor/front desk | MLB/NBA writer @RSENetwork,1,Mesa Shooting
Emmy award winning News Anchor. Passion for politics and inspired communication. Mama. Pro Kindness. Lover of #fashion #design #travel. Creativity=Energy.,1,Mesa Shooting
Online producer/reporter for http://t.co/djS5l5m735. // Productor digital/reportero para http://t.co/djS5l5m735.,1,Mesa Shooting
"Mitel Channel Development Coordinator, Mitel Sales Professional and SFDC Certified Administrator",1,Mesa Shooting
"VP of Finance @SBAatASU, Executive Board Member @942crew, Accountant Microblend Tech., The Lord, hard work, kindness and the rest will come #SFGiants",1,Mesa Shooting
"Anchor for #CBS5,  #IowaState  #MSNBC #TODAYshow  #CBSEarlyShow  alum. Occasional #NWA Sealed Meteorologist.  Tweets, RT's & links are all my own.",1,Mesa Shooting
"Reporter for The Arizona Republic. Fan of all kinds of storytelling, narrative journalism. @AAJAArizona president. Amy.Wang@arizonarepublic.com",1,Mesa Shooting
Moving on..,1,Mesa Shooting
21 | CSUF | instagram: whatupjuan,1,Mesa Shooting
lonley b/c im my own homie,1,Mesa Shooting
"I hide from the actors I rep to tweet. Cinephile, Francophile, Anglophile. I ? improv, live music, motorsports, Martha Stewart, & you. Kale is awesome.",1,Mesa Shooting
"ASU Grad Student | Science & Technology Policy | Vice Chairwoman, AZ Democratic Party | Writer | Millennial | Traffic Safety Advocate | Tweets are my own.",1,Mesa Shooting
Plan. Engage. Excite. Profit.,1,Mesa Shooting
"LA made ? HamptonU Alum
IG: _AlexiisDee",1,Mesa Shooting
"Living the dream, y'all",1,Mesa Shooting
"Weather Spotter/Blogger/Hiker in Phoenix, AZ ADV NWS Spotter/SpotterNetwork. Contributor at: http://t.co/MYv18JMlbN -accidental horse whisperer-",1,Mesa Shooting
 Skyline HS '15  Ascension Dance Co  Varsity Cheer Captain  Pommie ,1,Mesa Shooting
"When you want to succeed as bad as you want to breathe, then you will be successful.
SCC Volleyball #squatsdale",1,Mesa Shooting
WFHS 16' ball is life,1,Mesa Shooting
On a journey to becoming a new me. Instagram: angieeroseee,1,Mesa Shooting
"I'm a young, married designer dude who made all the glitches throughout my profile. I also make and master music as @ATENESSERDUB. @HashtagASwag is perfect.",1,Mesa Shooting
"passion green tea, hold the emotions",1,Mesa Shooting
"Fan, Programming & Marketing Director- @12News Phoenix, AZ- KPNX, NBC, Gannett. Run, eat, coffee & brag about my #awesomekids + #azwx. TV. Chico Grad. Sunrises.",1,Mesa Shooting
follow my backup @S_C_  GO PACK GO  ASU,1,Mesa Shooting
Liberal politico. Film buff faker. Thinks too much for own good. Literal best and worst. #KnowledgeBowl Supreme. #ReadyForHillary since 2008. #Fight4The33,1,Mesa Shooting
"Love Life. Be Brave. I am a book lover, romance writer, Paige Lewis the author and mama to a 17 year old cat named Frisbee.",1,Mesa Shooting
"I got a story, it's almost finished. All I need is someone to tell it to. Maybe that's you.",1,Mesa Shooting
mdn '16 . Instagram: emberleighhh,1,Mesa Shooting
Esthetician. 21.,1,Mesa Shooting
Trust the process dont sweat the technique,1,Mesa Shooting
"Love Country Music,Playing Darts,Sports. Love Having a Good Time and Helping People Out. Go KMLE #JessicaG I love 3TV news",1,Mesa Shooting
"what if it says hello first? its not gonna say hello, its a cow Luke!  Arizona  9.16.14 ",1,Mesa Shooting
ASU MMXV. Iraq & Afghanistan Veteran. A's. Dolphins. Warriors. LA Kings. Sun Devils. In the game since 1986. Born & Raised Californian.,1,Mesa Shooting
Press Sec. for @GeneralBrnovich | Hobby = @Craftcasters | K.K. |Instagram: KristenKeogh | Dog Mom  | I never want to arrive. I love the ride.,1,Mesa Shooting
I.T. Consulting with the approach that information is a product not a possession.,1,Mesa Shooting
"Passionate about Middle East, Iran, (geo) politics, human rights, environment. Without order nothing can exist - without chaos nothing can evolve @iforanimals",1,Mesa Shooting
IF YOU AINT A HO GET UP OUT MY TRAPHOUSE,1,Mesa Shooting
"Mommy of 3, Fox 10 Anchor-Reporter,  #Cronkite Grad, Master Public Policy, Karate Mom, Skier, Wake-Surfer, 5th gen. Phoenician Insta: @sylesterodriguez",1,Mesa Shooting
"Fuck the Government. Power of the people.

Fuck the police, they are the largest gang and control almost all criminal organizations. Fuck racism.Fuck religion .",1,Mesa Shooting
Arizona's 22nd Governor,1,Mesa Shooting
The East Valley Institute of Technology offers #careerteched programs to East Valley high school & adult students. Voted Best Public School. #WeAreEVIT,1,Mesa Shooting
"CBS2/FOX28 Reporter/Weather Anchor. @CronkiteASU alum. San Diego native. Saved by Jesus. Passionate about weather, travel and The Bachelor. Romans 12:2",1,Mesa Shooting
"I L-O-V-E music, all types of music. I could lay in the arms of a melody whilst being cocooned in harmony and massaged by bass. All you need is Love and Cake.",1,Mesa Shooting
"USAF ODS Veteran. Hispanic conservatarian, originally from New Mexico. Recently fled California for Arizona. RTs/links/follows ? endorsements.  Grateful Adoptee",1,Mesa Shooting
"#DBACKNATION - Sedona Red until I'm dead. STH,baseball shit talker. Bobblehead collector. Married to #diehard A's fan! ??the sound: ??hits the catchers mitt",1,Mesa Shooting
~Gods Child~,1,Mesa Shooting
"News Junkie. Mom, Wife, Friend to many.",1,Mesa Shooting
"I make music. I retweet a lot of stuff, usually things I agree with but sometimes not. I rant, sometimes.",1,Mesa Shooting
"You only live once, but if you do it right, once is enough. - Mae West",1,Mesa Shooting
"she believed she could, so she did",1,Mesa Shooting
"Just me, a crazy sarcastic Disney fan.",1,Mesa Shooting
Rams Varsity Baseball #2                           Snapchat: ethane_w2,1,Mesa Shooting
Luxury Travel Writer. Wander With Wonder...Around the World or Across the Street. #Luxury #Travel #Food #Wine,1,Mesa Shooting
President & CEO of Mesa Chamber of Commerce,1,Mesa Shooting
Social Media & Programming Manager at Cnet en Español. Views expressed here are my own. Follows and retweets are not endorsements.,1,Mesa Shooting
love urself ?,1,Mesa Shooting
Ham the happy squirrel ? insta: hambammm,1,Mesa Shooting
"Clinical Audiologist, Father, Husband, Brother, Friend. Arizona Cardinals #birdgang enthusiast, Hate all pumpkin flavors",1,Mesa Shooting
"Father, Teacher, Entrepreneur, Fun Loving, Life Loving Big Dreamer! Helping families convert their homes to cleaner products by simply switching stores",1,Mesa Shooting
"Earthquake and Emergency Disaster Preparedness Survival Kits and Supplies at a BIG Discount. Earthquake Kits, Survival Gear, Emergency food and water.",1,Mesa Shooting
Entertain me!,1,Mesa Shooting
Hello there!! :) Follow me for a little dose of Randomness xD To Infinity And Beyond,1,Mesa Shooting
"Broadcast TV/Radio Studio Manager at J-School, UC Berkeley. Oakland A's fan, drummer, family man. Unique word usements structured.",1,Mesa Shooting
Live Life,1,Mesa Shooting
"I'm 31 yrs old & I was born a contradiction. i ? traveling, writing, reading, researching and animals. :)",1,Mesa Shooting
? Developer Partner Program Manager for @Infusionsoft. Loves helping small businesses and startups. Shares plenty of personal views. #phx,1,Mesa Shooting
 i love dogz  hypest bride-2-be u know  ASU 2018 ,1,Mesa Shooting
"UrbanAZ is the company. It's all just entertainment... Are you not entertained, Spartan?",1,Mesa Shooting
"Computer specialist. I can be compassionate w/o the Government forcing me to be compassionate, in fact, I insist on it. #LibertyAmendments",1,Mesa Shooting
"They call me loco ?
Burritos always on my mind",1,Mesa Shooting
Living my life to the fullest,1,Mesa Shooting
amor vincit omnia,1,Mesa Shooting
"Weekend anchor/reporter at Fox 10 since 2002. Love traveling AZ, meeting interesting people, and telling stories.",1,Mesa Shooting
"Mesa Politics reporter for The Republic & @azcentral. Die-hard Sun Devil with scarlet-and-grey roots. If it's not spicy, I'm probably wasting my time eating it.",1,Mesa Shooting
"happily married for 3yrs, have an awesome son who is sweet, funny and curious. and i retweet alot what i think is important, funny and about mental health.",1,Mesa Shooting
"Former Dept of Defense Employee, Army Soldier, Masters grad and mom of 4, helping people live well & get out of debt. #Arizona",1,Mesa Shooting
I am the free world.,1,Mesa Shooting
| Idea Innovator | Education Enthusiast | Community Advocate | Education Director | @Harvard Grad | Thought Leader | Change Agent | Eternal Optimist |,1,Mesa Shooting
"An Iowa girl in an Arizona world.  Christian. Wife of  Navy vet. Mom of 2, G'ma of 2.  #ProLife #Benghazi #ImpeachObama #Israel #o4a #lnyhbt #T4USA",1,Mesa Shooting
@tclancy12 | Hair-do Salon,1,Mesa Shooting
There is no Passion to be found playing small &settling for a life that's less than the one you're capable of living-N.M.#Uniteblue #VoterRights #Obamasupporter,1,Mesa Shooting
Producer for @12News. TDP for @gannett. @UofA Alum. RTs ? endorsements.,1,Mesa Shooting
My life is in Phoenix. My home is in Chicago. My heart is in New York. My future is in God's hands. #NewEnglandPatriots,1,Mesa Shooting
Journalist @Cronkite_ASU @barrettdowntown | Reporter @cronkitenews | Reporter & Editor @DowntownDevil | @beyonce fan RTs?endorsements,1,Mesa Shooting
"Site not monitored 24/7. For emergencies call 9-1-1. Follows/RTs are not endorsements.

http://t.co/9Ej37KhMgL",1,Mesa Shooting
Elect Dems in 2014 #NoWayNRA #Forward. Glambert #1307 GeocacherExtraordinaire #UniteBlue,1,Mesa Shooting
KNDU 25 Reporter/Anchor/Producer morgan.ashley@nbcrightnow.com #TMM #GOHAWKS #GOCOUGS  Alum 13' Tweets reflect personal opinion.,1,Mesa Shooting
Helping families with struggling teens. Addicted to politics and my rescue Persian cat.,1,Mesa Shooting
"Assistant News Director at ABC15. Former Las Vegan, Former New Englander",1,Mesa Shooting
"Writer for @Five4Howling. #Coyotes, #Canes, and #STLBlues. #NAU Alum. Sports, #RockChalk, Netflix, TV, craft beer, America, and random awesomeness.",1,Mesa Shooting
I have been a Realtor for over 16 years in the Arizona Market most notably in the Maricopa and Pinal counties.,1,Mesa Shooting
"Husband, father of a 7-year old boy. Pop culture and Phoenix sports fan. Brophy Prep & Univ. of AZ Journalism alum. Editor of Fansided's  http://t.co/Xemlbvlntm",1,Mesa Shooting
"I'm bossy, opinionated, watch too much reality TV & spend countless hours on the net. I raise my awesome sons, work, love & I share it all here & on my blog.",1,Mesa Shooting
"Life member of @ASU_Alumni @ASUYoungAlumni Council, Licensed Zumba Instructor, Lover of all things Harry Potter, Musical Theater, Arizona State, & pop culture.",1,Mesa Shooting
Sr. Digital Video Producer @12News | MBA from @ASU 05/15 | @Huskers alum | RTs ? endorsements,1,Mesa Shooting
"REAL NIGGA







 AZ??",1,Mesa Shooting
they call me sweet T // GHS //?7.16.14?,1,Mesa Shooting
KING 5 News Journalist,1,Mesa Shooting
hot disco!!!! mexican intersectional feminist,1,Mesa Shooting
Arizona:),1,Mesa Shooting
Serving Arizona. Working with @AzGOP. Formally with @ASU and @RedCross.,1,Mesa Shooting
Just a ginger girl who does movies and things.,1,Mesa Shooting
Never be satisified.,1,Mesa Shooting
The ASU Police Department is a full service police department operating 24/7 on all four ASU campuses.,1,Mesa Shooting
"Broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime. - Mark Twain",1,Mesa Shooting
"God,family,work,and everything else!!",1,Mesa Shooting
"Assisting businesses & individuals of Arizona with group, individual, health, and travel insurance since 1997, with offices in Flagstaff and Phoenix.",1,Mesa Shooting
Citoyenne   http://t.co/PvXkd5dNMh,1,Mesa Shooting
"Hey! I'm the Arizona Republic legislative/budget reporter. Catch me at alia.rau@arizonarepublic.com
(Retweets, favorites, links are not endorsements)",1,Mesa Shooting
There ??? ?? is ??? no ???? ?? conspiracy ????? ? ??? Everything ?????? ?? is ??? fine ?????? ?? ??? trust ???? your ?????? ?? Government...,1,Mesa Shooting
Husband and Father Of 5 Superheroes! #AZPRIDE #DIEHARD @DBACKS #AZCARDS  @SUNS #YOTES #MarineVet #ALLFIGHT #BEARDOWN #FORKSUP #GOIRISH,1,Mesa Shooting
"sometimes I rhyme slow, sometimes I rhyme quick",1,Mesa Shooting
"Conservative veteran. Football fanatic. Love the Constitution, tattoos and my girlfriends booty.  I say fuck a lot.  Michelle Malkin follows me. Libertarian.",1,Mesa Shooting
born a niner fan thanks dad married to a Bears fan #uniteblue,1,Mesa Shooting
~~~im actually 12 & live love pop punk~~~ halsey & lana are my moms,1,Mesa Shooting
"Author. Poet. Decidedly Human. 



http://t.co/uV8F3Lcgm9",1,Mesa Shooting
word to your mother,1,Mesa Shooting
"I live in Los Angeles, read Bible, do exercises, watch movies and share news US, midle  East  and rest of the world",1,Mesa Shooting
"English prof at Arizona State. I study these digital stuffs: literacies, rhetorics, humanities, pedagogies, cultures, technologies, communications, and games.",1,Mesa Shooting
All you have to do is ask & Keep it Geechie.,1,Mesa Shooting
GM at ABC15. Wife to Kip. Mom to Lauren. Daughter to Larry & Julie. Grateful friend to many. News & Bachelor Junkie.,1,Mesa Shooting
#NAUBound ? occupation: princess ?,1,Mesa Shooting
"Dont cry to quit! You already in pain, you already hurt! Get a reward from it. -e.t ACMILAN ??",1,Mesa Shooting
Former KPHO-5 news intern. BYU Comms grad. Current intern of motherhood. Twitter is for the things I don't say anywhere else.,1,Mesa Shooting
"Twitter confuses me,Detroit lions & Chicago Bulls fan, my opinion is my own, advocate for legalization of cannabis.this acct makes no sense. 18+",1,Mesa Shooting
Records and baseball. Music and Basketball. These are things I tweet about. Check out my eBay store for great #Vinyl records for sale.,1,Mesa Shooting
#AmberAlerts #Missing children/adults #Domesticviolence #Trials #Crime,1,Mesa Shooting
The most entertaining show on radio,1,Mesa Shooting
Proud American #Patriot infidel 4 life #Christian #Law #Enforcement #Ready I'm wide awake~You wont see me coming and you wont see me go.,1,Mesa Shooting
Cannibal. Professional Watcher of Wrestling. Chronic Doughnut Destroyer.,1,Mesa Shooting
I review music n shit! http://t.co/uKVZomcGoe,1,Mesa Shooting
"Language teacher during the week. Fueled by the outdoors, wanderlust, languages...(& my wife and I have a parrotlet) Love my iPhone for photos-on-the-run.",1,Mesa Shooting
"Trying to get through life on just charm & good looks. AZWildcats, AZCards, Hogs, Dbacks, Yotes, Chelsea, PTFC, AZUnited, & FCTucson. Zona29 on TBL",1,Mesa Shooting
"Stay at home mommy, tweeting about my son, family, TV, and whatever other nonsense comes into my head",1,Mesa Shooting
"Segment Producer with the Now Arizona, Sun Devil, fashion & beauty lover, TV watcher, travel seeker, coffee chugger, native of the Hudson Valley, NY",1,Mesa Shooting
"Mom, Wife, Program Manager for @Crisis_Nursery, #ECE student @ASU, Early Childhood Educator and Consultant, Child & Family Advocate, Latina Leader. #Reggio",1,Mesa Shooting
1 of 1. #ImperialCollection,1,Mesa Shooting
http://t.co/lhDg4Z2jYW Fan Club President,1,Mesa Shooting
"Ween. California Angels. Ronnie Dobbs and the Fuzz. RT's could be anything, my employer knows nothing about this. I used to be disgusted, now I try to be amused",1,Mesa Shooting
"A Husband, A Father, A Gamer and a Whovian. The views expressed here are mine and mine alone.",1,Mesa Shooting
"Former newspaper photojournalist / videographer,  still making images and videos, but on a higher level. Multi-media producer.",1,Mesa Shooting
...Nothing,1,Mesa Shooting
"Lawyer, Trojan, History Buff, Political Junkie, Citizen-Taxpayer and one who believes that hiking and hamburgers are compatible. Viva San Dimas!",1,Mesa Shooting
"A chaotic mind, love of cooking, research, history and anything else my #ADHD brain finds interesting. Squirrel!",1,Mesa Shooting
"Owner & Health Coach at Glow Health Coach, Graduate of Institute for Integrative Nutrition, Blogger",1,Mesa Shooting
i dont have a cat. but i would like one. i dont have pizza. but i would like some. so follow me if you can provide. thanks boo.,1,Mesa Shooting
Award-winning writer & publicist. I offer all-encompassing professional services for multi-industry companies and literary enthusiasts. office@helenevece.com,1,Mesa Shooting
softball.snowboarding. gym.,1,Mesa Shooting
I am Rimo. Life is good!,1,Mesa Shooting
AZ??,1,Mesa Shooting
amoral moralist. i'm an actress and a singer. i make no sense even if examined closely.,1,Mesa Shooting
Trying to elevate small talk to medium talk.,1,Mesa Shooting
Journalist. Just Sports. And Life. Work for NBC @12News Instagram:@EmiCatK #BearDown #Chargers @WGRZ,1,Mesa Shooting
"some imagination, huh?",1,Mesa Shooting
i like watches,1,Mesa Shooting
Charming insomniac who luvs the Phx Suns & the Dragon! Im a #Beaver & luv the #PNW From AZ so I support all AZ teams! #BeaverNation #GoSuns #GoBeavs,1,Mesa Shooting
its me!!!! todd krains!!!!,1,Mesa Shooting
Im a broke ass wanna be rapper that is trying to get twitter famous but my wack tweets wont allow it,1,Mesa Shooting
"Tucson native. Rock hound, rider, hunter, adventurer and digital docent for KGUN 9 On Your Side and Journal Communications Tucson radio stations.",1,Mesa Shooting
"Student, progressive liberal, marriage equality activist, and Board Member with @GLSEN_Phoenix. RTs/Follows are not endorsements. All opinions are my own.",1,Mesa Shooting
AZ | in love w/ the best @stormjay22 ??,1,Mesa Shooting
Have a Purpose,1,Mesa Shooting
"LOVE sports and politics...in that order! AZ native Conservative, RN, mom of 3 & married, big supporter of our military, the real heroes!",1,Mesa Shooting
"Producer for @cronkitenews, intern at @ktar923. Retweets are not endorsements. Trilingual (EN, ES, IT) and lover of all things global.",1,Mesa Shooting
"I love Jesus and some people think I'm cool. opinons are my own and blah, blah blah, blah blah.",1,Mesa Shooting
