description,is_gen_pub,source
Founder @WeAreTheTempest. CNN Money Entrepreneur. Co-Host @TheExposeShow. Bringing millennial women together through media + technology. https://t.co/o3S2JhxeLS  and get nutritional recommendations with iFit. ItÛªs what you do next.,0,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
Elevating the Workplace at @TranscendCRE Office Tenant Rep | Connector | @NewStoryCharity  and a former infantryman.  I love Mojitos.,1,Bostong Marathon Bombing
"Red Head @jeune_afrique (web). ¢ ti te new tools #presse. ESJ Pro trainer. Inti © ri ""t for africa # and # asiecentrale. And also the #photography",1,Bostong Marathon Bombing
NAUGHTY TROLL,1,Bostong Marathon Bombing
Lived in at least one city bombed in the last 10 years.,1,Bostong Marathon Bombing
Laid back Berba style  24 hours-a-day.,1,Bostong Marathon Bombing
News Anchor at WTVF-TV,0,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
Media Trainer and Entrepreneur second. Trying everyday to be better.,1,Bostong Marathon Bombing
WCCB,0,Bostong Marathon Bombing
RETIRED..VP,1,Bostong Marathon Bombing
Superhero. I can smell bs from a mile away. Father. Friend. Seriously warped sense of humor & wit.  You'll get it eventually.  product management & digital loyalty. Travel & bourbon buff. Personal account.,1,Bostong Marathon Bombing
Founder,1,Bostong Marathon Bombing
Follow us for updates on events,0,Bostong Marathon Bombing
Boston,0,Bostong Marathon Bombing
ÑÂ #automarketing,0,Bostong Marathon Bombing
North America B2B sales for @GraniteTelecom.  @Hult_Biz MBA alumnus tweeting also about global business,1,Bostong Marathon Bombing
#MUFC #RTZ ..Instagram: demeyin_a,1,Bostong Marathon Bombing
JINSA strengthens American security and promotes strategic ties to like-minded allies. Retweets not endorsements.,0,Bostong Marathon Bombing
If you never do you'll never know! Proud Father of two handsome boys! Just living life to the fullest!,1,Bostong Marathon Bombing
Fundraising officer at Stoke City Community Trust,0,Bostong Marathon Bombing
Christ follower,1,Bostong Marathon Bombing
News. Politics. Law. Television. Film. Opinions. Tweet early  science and culture.,1,Bostong Marathon Bombing
CEO @AStartingLine. Expert-In-Residence at Tufts University Entrepreneur Leadership Program. Chief Organizer Lean Startup Challenge @LSChallenge.,0,Bostong Marathon Bombing
Political Correctness sucks. Democrat for Trump. I'm MexicanAmerican and Love my Mexican roots ! ISIS is Islamic. Pro Israel. Anti Pendejo.,1,Bostong Marathon Bombing
#SocialMedia mistress. Founder @arkapanallc. Future resident of rehab for West Wing and Shark Tank addicts. Rural WI girl/idealist at heart. Football and faith.,1,Bostong Marathon Bombing
About http://t.co/HBqeryETzK Social Media http://t.co/QljgTQd4r4 Confessions http://t.co/Nm2Ia4hmtY Encouragement http://t.co/w4W8GNXrXL,0,Bostong Marathon Bombing
I help stray dogs & #homeless people. #Haiti IS always on my mind & l love the grt orgs & ppl that help others. Defiant #Compassion http://t.co/VbYGdtad0t,1,Bostong Marathon Bombing
Central Florida's Local. Live. Late Breaking news source.,0,Bostong Marathon Bombing
Marine,1,Bostong Marathon Bombing
adamcarso the  _,1,Bostong Marathon Bombing
My plan to become the first hemp billionaire is under way! bu ha ha ha!,1,Bostong Marathon Bombing
News  super-great laugher. Opinions are mine.,1,Bostong Marathon Bombing
married with children    much more than this. - EV,1,Bostong Marathon Bombing
Assistant Editor,0,Bostong Marathon Bombing
Louisville,0,Bostong Marathon Bombing
Teacher,1,Bostong Marathon Bombing
Live in such a way that if anyone should speak badly of you,1,Bostong Marathon Bombing
HI MY NAME IS DANI SANCHEZ I AM FROM OAKLAND BUT I SAY IN RICHMOND CA I WORK FOR 93.3 LA RAZA AND 97.9 LA RAZA CON LA BRONCA,1,Bostong Marathon Bombing
@USC Alum | Working in Middle East foreign policy | Evil is powerless if the good is unafraid.  father  news junkie  #RCPM fan  frmr BLM Wildland Firefighter. AZ by way of San Diego  OK  & CO. Colorado Mesa Univ alum.,1,Bostong Marathon Bombing
The Burlington County Times. The best place in print and online to get news about Burlington,0,Bostong Marathon Bombing
Ex-RAWSTORY Executive Editor. Judicial Watch on my reporting http://t.co/PvgBuTiRFb WashTimes: https://t.co/3IyXViipWp Daily Caller: https://t.co/FLcYtVtPXa,0,Bostong Marathon Bombing
Perception is not reality  Wicked Good Cupcakes  Mittcom  Firefly's BBQ  Peter Reynolds  BHMansion  The Belgrade Group.,1,Bostong Marathon Bombing
to whom much has been given much is required | UTC Baseball | John 5:24 ë£ë¤,1,Bostong Marathon Bombing
Mystickah. USN Vet. ERAU Grad. Geek. Gamer. Robot Girl. @NASAJuno Social alum.I do cool things w/ @ExtraLifeJax @RenaissanceJax @MOSHElements @jaxpbj #JaxLGBT.,1,Bostong Marathon Bombing
Fan of: RuroKen,1,Bostong Marathon Bombing
Freelance Musician,1,Bostong Marathon Bombing
Assistant Editor @yahoocanada. Obsessed with #SocialMedia,0,Bostong Marathon Bombing
ô  i-am-n #WeAreN ÛÊ #bondservant of our Lord Jesus Christ. I've been crucified with Christ; and it is no longer I who live,1,Bostong Marathon Bombing
Mom,1,Bostong Marathon Bombing
Headlines and breaking news from MSN UK News.,0,Bostong Marathon Bombing
USN Sailor _Ò| Founder of Da'Jaj Films (@DaJajFilms),1,Bostong Marathon Bombing
This is the account for https://t.co/ytELUvMSda. For the man himself,0,Bostong Marathon Bombing
Home of Glenn Beck,0,Bostong Marathon Bombing
DNAinfo reports stories vital to New York City's neighborhoods. https://t.co/MVG1PzkWup,0,Bostong Marathon Bombing
A PARANOID ANDROID / A CHICAGOAN / A PROGRAMMER OF MACHINES / DADA + DATA,1,Bostong Marathon Bombing
Senior Software Engineer [ PGP 403DCC06 ]  Hacker | 99% | FTL | digitalhuman@pod.readme.is | digitalhuman@jabber.no  Personal Twitter Account,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
#StrongerTogether #ImWithHer #UniteBlue #WomanCard #DealMeIn #Hillary4POTUS #DumpTrump #DumpDrumpf ##NeverTrump PROUD DEMOCRAT Love Broadway shows & NYC,1,Bostong Marathon Bombing
huge knicks fan. old-soul. carpe diemÏ¬,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
LA native. Distance runner and sometimes triathlete. Professional people watcher. Occasional blogger. Electrical engineer specializing in power. 100% geek.,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
¾öÔÀâ¡±±¼¼ Lately  occasional Flathead Valley Police Blotter amanuensis  mental detritus etc,1,Bostong Marathon Bombing
Baseball,1,Bostong Marathon Bombing
One of Denver's most recognized & honored broadcast journalists. Executive Director @Chldrnsdiabetes for @BarbaraDavisCtr.,0,Bostong Marathon Bombing
@HydroOne's Senior Editorial Writer,0,Bostong Marathon Bombing
Because limiting one's expressions to 140-160 characters represents a HUGE leap forward for humanity...,1,Bostong Marathon Bombing
Vexed #tcot New Yorker,1,Bostong Marathon Bombing
Vet Tech. Mozilla open-source contributor (CatThief). Patriot. Gadget geek. #DeadliestCatch. Reality TV. Love cats & Labs. Support animal shelters & rescues!  Photographer  Dreamer  Influencer. Lover of Life  Light + Animals. Bipolar + Tourette's & fights,1,Bostong Marathon Bombing
TV Producer / Occasional Youtuber / Attack of the Show Alumnus / Papa / Basketball Junkie / Gamer / STAR WARS! / My tweets are best read with a British Accent!,0,Bostong Marathon Bombing
Soccer fan,1,Bostong Marathon Bombing
Official Twitter account for WLVI-TV CW56 Boston. @7News at 10 on CW56,0,Bostong Marathon Bombing
Tech and sports nut.  project manager. tweeting IT,1,Bostong Marathon Bombing
Numbers Nut,1,Bostong Marathon Bombing
Gambian #journalist,0,Bostong Marathon Bombing
The candle that burns twice as bright burns half as long | Instagram - Olivemay93.,1,Bostong Marathon Bombing
Some days I'm the roadrunner. Some days I'm the coyote. Some days I'm the dynamite.,1,Bostong Marathon Bombing
I tweet the insignificant details of my life. I try to be funny,1,Bostong Marathon Bombing
RTs are not endorsements.  awaits the coming revolution.,1,Bostong Marathon Bombing
Need to work harder.,1,Bostong Marathon Bombing
Country Music Recording Artist. Albums' COUNTRY FLOW & DAVID BRITT on iTunes https://t.co/wXpckci4OgÛ_,1,Bostong Marathon Bombing
Professional Storyteller at @KOAA,0,Bostong Marathon Bombing
#Politics #Election2016 #tcot,0,Bostong Marathon Bombing
Designing a better world    ig @calebbaleb,1,Bostong Marathon Bombing
He's worth it,1,Bostong Marathon Bombing
TinmanBen.) (Snapchat add me TinmanBen),1,Bostong Marathon Bombing
PTPB / SC: andreaaoko,1,Bostong Marathon Bombing
say what you need to say,1,Bostong Marathon Bombing
IG: @__bawsey  and jQuery. Volkswagens/Cycling/Beer - Liberal/Humanist/Dad.,1,Bostong Marathon Bombing
PR Û¢ Adventurer Û¢ Morning Person Û¢ New Yorker Û¢ California Dreaming,1,Bostong Marathon Bombing
What counts is not the years in your life,1,Bostong Marathon Bombing
instagram: ashtonjenns,1,Bostong Marathon Bombing
Friendly,1,Bostong Marathon Bombing
American woman who married a great Yemeni guy. #prayforYemen Closet,1,Bostong Marathon Bombing
A friendly community for runners of all ages,0,Bostong Marathon Bombing
Journalist | @ithacacollege & @ICParkSchool alumna | formerly @parkscholars,0,Bostong Marathon Bombing
All the latest #NorthCarolina #news translated inta #redneck,0,Bostong Marathon Bombing
Anchor/Reporter for KAKE News,0,Bostong Marathon Bombing
Clear Eyes,1,Bostong Marathon Bombing
KSTP-TV Channel 5,0,Bostong Marathon Bombing
Editor | ELLE South Africa,0,Bostong Marathon Bombing
Unrepentant night owl. Obscene consumer of tv  was president of the International Association of Political Consultants & American League of Lobbyists  Washington.,1,Bostong Marathon Bombing
Political Correctness sucks. Democrat for Trump. I'm MexicanAmerican and Love my Mexican roots ! ISIS is Islamic. Pro Israel. Anti Pendejo.,1,Bostong Marathon Bombing
Motivational speaker,1,Bostong Marathon Bombing
Skilled,1,Bostong Marathon Bombing
All about media in all the ways it impacts our lives. Analysis  STILL believes Trammell should be in HOF,0,Bostong Marathon Bombing
Aussie in London. Mum-to-be. Freelance journo. Heavy metal,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
Purveyor of pop culture...burdened with glorious purpose...,1,Bostong Marathon Bombing
The cure for the common scold  PhD sport sponsorship  shopaholic  flip flop advocate  wannabe professional holidayer,1,Bostong Marathon Bombing
Journalist turned consumer engagement manager at @Enquirer (@Gannett). Love content marketing,0,Bostong Marathon Bombing
I believe in a long  #mentalhealth  #eyehealth,1,Bostong Marathon Bombing
The official account of your flagship station for New York sports -- WFAN 660 AM-101.9 FM.,0,Bostong Marathon Bombing
SBMakerspace is a 501(c)3 nonprofit member driven community space for makers  son  brother  avid reader movie fan finance and real estate info junkie.,0,Bostong Marathon Bombing
Executive Producer of  ACN's News Night and wife of @WillMcAvoyACN. Not affiliated with @HBO or #theNewsroom.,0,Bostong Marathon Bombing
NCTJ consultant. Fast Company and News Deeply digital copy editor. Travel writer. Caffeine and peanut butter addict. Founding member of @WEP_Cambridge,0,Bostong Marathon Bombing
¯¤ôã¯_¯_¯¤¯¬ ¯¤ôã¯±¯_ôÉô_ ôãôã¯_¯¬¯© ôÉ¯_¯»¯±ôôö¯¤ ¯¤ôãôÉ¯¤¯»ô_ô  prosmt2,0,Bostong Marathon Bombing
Guest Anchor at Yahoo News. Host of Ethics Matter @carnegiecouncil. Formerly Al Jazeera America and ABC News.,0,Bostong Marathon Bombing
Nothing safe is worth the drive. 1/2/2014 London.,0,Bostong Marathon Bombing
The latest #Maryland news,0,Bostong Marathon Bombing
Freelance editor and writer living in Kaiserslautern,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
@ABC News Reporter,0,Bostong Marathon Bombing
#Author of Starlight Taxi (https://t.co/7G1HMfQdIQ),1,Bostong Marathon Bombing
communication | media | politics | associate professor @WUCCM | ringe media lab director | PhD @NorthwesternU  news & hip hop junkie and sarcastic nice guy. DMV resident  chronic re-tweeter.,1,Bostong Marathon Bombing
Emergency Doc,1,Bostong Marathon Bombing
My plan to become the first hemp billionaire is under way! bu ha ha ha!,1,Bostong Marathon Bombing
I am not yesterday... BANTS!!!!,1,Bostong Marathon Bombing
Can occassionally keep a cactus alive | Logistics at @TheNationsFirst | Community at @RallyPoint,1,Bostong Marathon Bombing
Political Correctness sucks. Democrat for Trump. I'm MexicanAmerican and Love my Mexican roots ! ISIS is Islamic. Pro Israel. Anti Pendejo.,1,Bostong Marathon Bombing
The Constitution is not an instrument for the govt to restrain the people; it is an instrument for the people to restrain the government. - Patrick Henry,1,Bostong Marathon Bombing
Writer,1,Bostong Marathon Bombing
Write failed: Broken pipe.,1,Bostong Marathon Bombing
@PrimozVallant Independent Author,0,Bostong Marathon Bombing
Deputy Editor @DNAinfoNY,0,Bostong Marathon Bombing
There's more to life than chicken tenders and green beans  so your's is too!,1,Bostong Marathon Bombing
Hanging out in SoCal with my pup,1,Bostong Marathon Bombing
We've moved to @AnnenbergMedia. Follow us there for articles,0,Bostong Marathon Bombing
Believah. Conservatarian.I tug on SupermansCape.Genius.I swear alot.~MSFinance/DayTrader/NutritionalSci(CNS)~Never PC...I smirk alot. #CCOT ~ #Patriots~ #Bost,1,Bostong Marathon Bombing
#Education is key. Advocate for #at-risk,1,Bostong Marathon Bombing
Retired Wife,1,Bostong Marathon Bombing
Communications pro,1,Bostong Marathon Bombing
H4sIAAAAAAACA6t39XFjYmRk8MhU5Mqyec3CxGDHkMX42oKHwYEBBCwYsAELBkYgyYoiBlG/jwPIiHgtUQkVrYTLK4DJtF0sDPysEfysAFvdIVp5AAAA / [B8]=*[D0],0,Bostong Marathon Bombing
All the latest #NorthCarolina #news translated inta #redneck,0,Bostong Marathon Bombing
FSU '19 | just a normal guy |,1,Bostong Marathon Bombing
Criminal Justice,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
Time Warner Cable News jack-of-all-trades,0,Bostong Marathon Bombing
eyes bright  Needham native  Celtics ticket-holder  old-postcard collector. Still hoping diet Dr. Brown's Cel-Ray will return.,1,Bostong Marathon Bombing
I send butterflies to help,1,Bostong Marathon Bombing
free my niggaz / gemini,1,Bostong Marathon Bombing
Be the change you want to see in the world - Ghandi,1,Bostong Marathon Bombing
Award-winning CT newspaper.,0,Bostong Marathon Bombing
Panasonic PR girl. The more tea the better. Netflix addict. Aiming to live a life full of joy ÷Ûü,1,Bostong Marathon Bombing
Proud father of nobody.,1,Bostong Marathon Bombing
Coffee,1,Bostong Marathon Bombing
News and Weather updates from KEYE-TV (CBS) in Austin,0,Bostong Marathon Bombing
https://t.co/Kbmr9Pl3KW https://t.co/QBNj10mhDy https://t.co/Guwn7dIg30 https://t.co/OXPyNejQHT    https://t.co/oyYUKuActR,0,Bostong Marathon Bombing
News Talk 980 CKNW. Vancouver's News. Vancouver's Talk. Breaking news & talk radio station.,0,Bostong Marathon Bombing
Social Media Entertainer.  @Grasswire User and #MatthewKeys Supporter.  https://t.co/1uuNEDDWKY,1,Bostong Marathon Bombing
Theoretical astrophysicist,1,Bostong Marathon Bombing
Create The Life You Want To Live.  You'll face challenges & setbacks  never give up.,1,Bostong Marathon Bombing
RETIRED..VP,1,Bostong Marathon Bombing
Science Fiction Book Club Member Number 10 010 160017. Avi is me. Shook hands with Hillary 3/28/2016 #ImWithHer #StrongerTogether,1,Bostong Marathon Bombing
Digital Content Supervisor for @wlns | @GVSU alum. | @MSUgradschool student | Yellow lover | Mustache fanatic | Colon-less due to UC! | @CCFA advocate,1,Bostong Marathon Bombing
i belong to everybody and i belong to nobody  writer  permaculturist  keeper of chickens  mom  rationalist  photographer,1,Bostong Marathon Bombing
I've been gangsta for time,1,Bostong Marathon Bombing
21 || Pittsburgh Penguin fan || Music lover || #Ottawa || Tomorrow is too late || Loves Eric Nemeth.  but people will never forget how you made them feel. - Maya Angelou,1,Bostong Marathon Bombing
Engineer at Opal Labs in Portland,1,Bostong Marathon Bombing
Voted most likely to tweet in the class of 1986. I was a visionary,1,Bostong Marathon Bombing
Proprietor of http://t.co/hCxfZcpoek. Project manager at a small publishing company. Former journalist.,0,Bostong Marathon Bombing
staff writer at @micnews | indigenous | half moroccan amazigh | half japanese | first secret muslim | chicago raised,0,Bostong Marathon Bombing
Eternal #Student of #Religion,1,Bostong Marathon Bombing
Breaking news,0,Bostong Marathon Bombing
Nothing but progression å£  campaigns  public policy and politics,1,Bostong Marathon Bombing
Tailored Living featuring PremierGarage offers storage solutions for both the garage and the home. Call us today at (866) 590-5632.,0,Bostong Marathon Bombing
Pine Grove Elementary School Assistant Principal  love them - Fiery Sagittarius Coming atcha like a dark horse,1,Bostong Marathon Bombing
Travelling 200 days a year & kicking every @ss!,1,Bostong Marathon Bombing
One of Denver's most recognized & honored broadcast journalists. Executive Director @Chldrnsdiabetes for @BarbaraDavisCtr.,0,Bostong Marathon Bombing
Dad,1,Bostong Marathon Bombing
Independent,1,Bostong Marathon Bombing
Reporter,0,Bostong Marathon Bombing
Profit Catalyst. Analyst. Consultant. Entrepreneur. Tweet #foodservice & #restaurants #innovation insights #food #trends & #marketing. Thoughts are my own.,1,Bostong Marathon Bombing
Stay-at-home dog + cat mom Û¢ Lifestyle + features journalist Û¢ @theknot DC/MD/VA wedding correspondent Û¢ Byline Marissa Hermanson,0,Bostong Marathon Bombing
@TalibKweli believes Islam is a race.,1,Bostong Marathon Bombing
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
The Dogfather,1,Bostong Marathon Bombing
Radio Announcer at @FoxNews.  What you gonna do,0,Bostong Marathon Bombing
ITAR Support Agent at Versata - Army Vet - Gun Aficionado - Atheist - Pro-choice,1,Bostong Marathon Bombing
I love my Studio City,1,Bostong Marathon Bombing
SVP for Greater Media  Fake People Twatch. No Matter What They Gonna Love Me For My Ambition ¥,1,Bostong Marathon Bombing
News,1,Bostong Marathon Bombing
Lover of running,1,Bostong Marathon Bombing
Stay-at-home dad,1,Bostong Marathon Bombing
healthy recipes  and the latest in health and celebrity trends.,1,Bostong Marathon Bombing
Kicking Ass for the Middle Class,0,Bostong Marathon Bombing
Xbox Gamer with a somewhat unhealthy obsession over Atlanta professional sports and pro wrasslin'. #RatedR,1,Bostong Marathon Bombing
U.S. Marine veteran. B.A. Psychology UNF Class of 2000. Numismatist. Proprietor of https://t.co/pN5NMqQ57R. I'm not responsible for any tweet or tweets.,1,Bostong Marathon Bombing
Public Health Researcher tweeting about international health,1,Bostong Marathon Bombing
Reporter & Anchor at NEWSTALK 1010. Maple Leafs fan. Humber alum. Tweets about motorsports,0,Bostong Marathon Bombing
~ I Spread News,0,Bostong Marathon Bombing
Flat Earther. God,1,Bostong Marathon Bombing
stressed,1,Bostong Marathon Bombing
NBC12 Breaking News & Weekend Anchor. VA Political Reporter. Chief Researcher of NY Times best-seller,0,Bostong Marathon Bombing
Wildlife Biologist,1,Bostong Marathon Bombing
Country Music Recording Artist. Albums' COUNTRY FLOW & DAVID BRITT on iTunes https://t.co/wXpckci4OgÛ_,1,Bostong Marathon Bombing
Political Correctness sucks. Democrat for Trump. I'm MexicanAmerican and Love my Mexican roots ! ISIS is Islamic. Pro Israel. Anti Pendejo.,1,Bostong Marathon Bombing
I love cheese and Dallas is a close second. These thoughts are my own.,1,Bostong Marathon Bombing
Minimalist. Lucky in love. Former empty nester. Listener. Dog servant. Bimodal sleeper. Neighborhood inactivist. Insurance guy @NHAIns. I probably biked here.,1,Bostong Marathon Bombing
Love God  is also on TV. Tweets are my own...RTs are not endorsements.,1,Bostong Marathon Bombing
Policy,1,Bostong Marathon Bombing
kaneki ken did nothing wrong  coach. Sports enthusiast. Lifelong learner. 1:1 Chromebooks  Google Certified Teacher TEXAS,1,Bostong Marathon Bombing
@Enews Anchor &CEO @afterbuzztv.creator 2x NYTimes Best Selling Author.@siriusXM host+New book out: The EveryGirl's Guide To Cooking https://t.co/qrXJFNVs1N,0,Bostong Marathon Bombing
Blogger Free Press International (BFPI) St. Louis Missouri,0,Bostong Marathon Bombing
Online producer for @mercnews & @eastbaytimes. Tweets my own,0,Bostong Marathon Bombing
Covering culture in NYC for WSJ.,0,Bostong Marathon Bombing
I am Anti-war,1,Bostong Marathon Bombing
Photography | Cycling | F1 | Automotive Engineering | ÎÛ¥Ïø_µ_ | £À,1,Bostong Marathon Bombing
Connemara man. Fuelled by lunch. Taking pics. Harping on.  http://t.co/EmqkT9IIoN,1,Bostong Marathon Bombing
Covers general news in the northeastern U.S.  wine enthusiast  IT junkie  love training Recruiters on how to source!,1,Bostong Marathon Bombing
Former TV & radio journalist branching off in a new direction. @SUNYGeneseo alum. Buffalonian. Fitness & health nut. Amateur guitarist. Mom to 3 cats. Optimist.,0,Bostong Marathon Bombing
Social Media Writer & Creative. Known for @TheXFactor & @bgt (2009 - 2013) and @bbceastenders (2015).,1,Bostong Marathon Bombing
@POLITICO reporter covering education,0,Bostong Marathon Bombing
I will always cherish the day I met @ricky_martin on April 18th,1,Bostong Marathon Bombing
Former software engineer at Cape Canaveral. Worked on  CLCS project - space shuttle NASA.,1,Bostong Marathon Bombing
A conservative independent living the American Dream and committed to making life a no spin zone. Husband,1,Bostong Marathon Bombing
President: Hammond Enterprises LLC dba @Fafoutee,0,Bostong Marathon Bombing
Ken Feltman,1,Bostong Marathon Bombing
Host of The JustUs Geeks Podcast,0,Bostong Marathon Bombing
Thirty-something living the dream in Chicago,1,Bostong Marathon Bombing
curious Û¢ whimsical Û¢ aries Û¢ born in the dog's year,1,Bostong Marathon Bombing
Nigerian Photographer living in Lagos.  RT äÊ endorsement.,1,Bostong Marathon Bombing
All the lates #Tennessee #News #translated inta #Redneck updated #24/7 #followback,0,Bostong Marathon Bombing
I'm just a guy from New York City trying to make his way in this world.  Daughter and Friend...all wrapped into one. I'm a work in progress as it should always be. My tweets are as eclectic as they come.,1,Bostong Marathon Bombing
You know when @zacbrownband sings I believe that I was born with a song inside of me? I feel that way. But,1,Bostong Marathon Bombing
Current news about Israeli science,0,Bostong Marathon Bombing
Researcher,1,Bostong Marathon Bombing
A little bit Sexy. A little bit Sassy. A lot about EVERYwoman. Swimwear made for YOU! California-made. #UjENAGirl #UjENALife,0,Bostong Marathon Bombing
Entrepreneur. Copywriter. Content Marketer. Creative Human.  I help companies tell their stories. I also write on @Medium daily and snap cool things sometimes.   #RedSox and #Eagles Fan. Campaign Manager for @CharlieforGov,1,Bostong Marathon Bombing
MLS,1,Bostong Marathon Bombing
