description,is_gen_pub,source
sorry i tweet so much about wrestling. AKA Rhymes McFist,1,Quebec Mosque Shooting
"Now @applecartUSA. Was @r2rusa @NRSC. Jayhawk, Cantab, Eli. Gambled in Havana, took a little risk. Normal disclaimers apply. Abnormal ones too.",1,Quebec Mosque Shooting
Just a girl living in DC waiting for the world to change. Still With HER! _È _ö__öÙ #RESIST TraitorTrUMP,1,Quebec Mosque Shooting
Little black girl with a vision #LSU20 snapchat: heatherkisses,1,Quebec Mosque Shooting
A strong spirit transcends rules_ôÍì_ôÍìPrince,1,Quebec Mosque Shooting
Events. Music. Sports. Activist. Educator. Oakland. Cal Berkeley. #TheResistance #BLM #NoDAPL #NoBanNoWall  https://t.co/9Oi6MQ0hfj,1,Quebec Mosque Shooting
Happily married to a  government/history teacher..Very kind to ALL ppl and wish we could just play nice on this planet. hugs heal. GO GREENBAY_ô_ô_ó,1,Quebec Mosque Shooting
"Progressive patriot, spiritual but not religious (except the Mets).  We can change the world one kind act at a time. Dignity for all!",1,Quebec Mosque Shooting
ur fav piece of chocolate.Õæ_Õ±ï,1,Quebec Mosque Shooting
I make weird shit,1,Quebec Mosque Shooting
100% President Trump supporter!  Muslims that believe in Sharia Law have no place in our country! #fakenews #draintheswamp #PresidentDonaldTrump #BuildOurWall.,1,Quebec Mosque Shooting
"Very environmental & atheist. I bulk up immensely in winter months. Current diet: the impotent rage of GOP perverts, omnibigots & Scientologists.  #Resist",1,Quebec Mosque Shooting
"Writer! Mostly fantasy, with a slight eldritch horror bend. I also wear cool hats. Part of @murderofstories too!",1,Quebec Mosque Shooting
34 year old man-boy. Cali native. Cat enthusiast. Nerd for: sci-fi/comics/videogames/music/horror movies. I love tacos!,1,Quebec Mosque Shooting
"I\'m not always right, but I\'m never wrong.",1,Quebec Mosque Shooting
"Progressive. Unapologetically pissed off and cranky these days. But hopeful. Athiest. RTs ain\'t always endorsements. FFS, think critically and #RESIST",1,Quebec Mosque Shooting
"Physician, now retired. Christian. Conservative. Believe in Constitution, 2A. Dump UN. Support Donald Trump. No lists please.",1,Quebec Mosque Shooting
human being/writer/poet/progressive lib,1,Quebec Mosque Shooting
Ask yourself why it is Trump has never said 1 negative thing about Putin.,1,Quebec Mosque Shooting
Independent Avon Representative,0,Quebec Mosque Shooting
My opinions are mine & the 5 other personalities in my head,1,Quebec Mosque Shooting
The ramblings of designer Craig David Jacobson........................... ...................................Designer.  Artist.  Lover.  Dreamer.,1,Quebec Mosque Shooting
D1 bound _ôÍÈ_ôé_ôó_ôä__¥_ôÖ,1,Quebec Mosque Shooting
19,1,Quebec Mosque Shooting
"Trump grabs pussy, Trump is a Pussy, Trump supports Assange who rapes pussy. Trump supporters are pussy\'s.",1,Quebec Mosque Shooting
"Writer, photographer, and athletics announcer at a college, with big dreams of being a comedy writer. Unironic John Mayer fan.",1,Quebec Mosque Shooting
Naturopathic Doctor retired,1,Quebec Mosque Shooting
#TwinMom Children\'s Book Author #SpartanforLife! #VictoryforMSU!  #whateverusayistrue...,1,Quebec Mosque Shooting
I have the kind of laugh you can do impressions of. Sometimes I make memes at Saved By The bell hooks: http://t.co/O2x9oCOrcz.,1,Quebec Mosque Shooting
"Investment Manager/ Eve-volutionist/Passionate about Education, Justice, Healthy Habits, Saving Planet Earth and all its inhabitants, Political Reform",1,Quebec Mosque Shooting
Moving thru the world as a stationary observer.,1,Quebec Mosque Shooting
"Nurse, birder, reader, writer, iron worker\'s daughter.",1,Quebec Mosque Shooting
Concert addict who only tolerates his job because it (barely) funds the concerts :p,1,Quebec Mosque Shooting
World news from The New York Times. Follow our editors and correspondents here: http://t.co/dZjTQkxoyM,0,Quebec Mosque Shooting
"I'll tell you over rich, bold cup of coffee with vanilla creamer :  ))",1,Quebec Mosque Shooting
I am enthusiastic. I draw fun stuff. I write for ComicsAlliance. I sang with Van Halen. I love Superman. YES! YES! YES! This completely summarizes me.,1,Quebec Mosque Shooting
"#Resistance Scholar and Writer. International Radio Co-host ""Issues Today."" https://t.co/Ve0X5mDYZJ. R/T's do not imply agreement or endorsement. U.S. Army Vet.",1,Quebec Mosque Shooting
"Random writer with good advice and bad hair Author of Advancing Backward, playwright, activist, artist, humanitarian",1,Quebec Mosque Shooting
"Classicist, but, like, the fun kind.",1,Quebec Mosque Shooting
Twitter page for the blog Pushing Rope. Blog Editor Michael Hussey,0,Quebec Mosque Shooting
"NJ <U+2708>ATL 
 Mom. Open. Honest. Art connoisseur. Good & bad. washed & happy.. I change my mind a lot, djm..",1,Quebec Mosque Shooting
"Brooklyn native.  I\'m okay, tho.",1,Quebec Mosque Shooting
"Airline and finance editor at Flightglobal. Transit aficionado, avid runner and cyclist, urban development YIMBY. edward.russell@flightglobal.com",0,Quebec Mosque Shooting
"Everything depends on telling the truth, and you and I must take full responsibility for doing so. Nobody else will do it for us. NRA Pro life Pro work",1,Quebec Mosque Shooting
The art of life is to know how to enjoy a little and to endure much _ô»ë_ô_,1,Quebec Mosque Shooting
fan of the right to have votes counted,1,Quebec Mosque Shooting
Aliens please abduct me.,1,Quebec Mosque Shooting
"I am a creative writer for my Multimedia Film Franchise\'s in Marietta, Georgia. I am also CEO of my film Entertainment company called The Young Brothers",0,Quebec Mosque Shooting
The only d I want is death || Vanderbilt \'20,1,Quebec Mosque Shooting
"Mother, doctor, writer, patient, daughter, idealist.",1,Quebec Mosque Shooting
"Historical fiction author. Editor. Actress, director, producer. Coach for public speaking and performance. Tweeting Tudor/Stuart words/phrases. Love London!",1,Quebec Mosque Shooting
Owner of Body By Brian Fitness https://t.co/PHVWBIogNNäó_ https://t.co/qkLAkxH6LI,0,Quebec Mosque Shooting
Director of @ArkansasUnion at @UArkansas. Avid photographer and eater of things. Mawwied to @tilleystagni. Animals & Nature are cool. All thoughts my own.,1,Quebec Mosque Shooting
I\'ve been a student in the School of Life.. now I realize I will never graduate !,1,Quebec Mosque Shooting
I'm a writer.,1,Quebec Mosque Shooting
Follower of Jesus. The Bible and The Constitution frame my world view. Pray for the peace of Jerusalem.  Defending family and brothers in The Faith my duty.,1,Quebec Mosque Shooting
Government & Politics,1,Quebec Mosque Shooting
"MyTruth...what\'s yours? *PSA* I don\'t entertain trolls, nor do I tolerate foolishness or ignorance. Be respectful or keep it moving. DO NOT ADD ME TO LISTS!!!",1,Quebec Mosque Shooting
"Waltham City Councillor, Chairman of Rules & Ordinances Committee, MMA Board, Vice President of MMCA, Member of Local Government Advisory Commission, Notary, JP",1,Quebec Mosque Shooting
I voted,1,Quebec Mosque Shooting
#midwestern #ordinary #folk #publiceducation #publichealth #climatechangeisreal #scienceisreal #imstillwithher,0,Quebec Mosque Shooting
Arizona sports fan of all teams north of the Gila River,1,Quebec Mosque Shooting
"~Political junkie, ex-Mormon, LGBTQ/QPOC rights activist, intersectional feminist, Patheos writter/blogger, and all around odd ball~",1,Quebec Mosque Shooting
Science & Environmental Journalist | Board Member: @sejorg | Current: @ExtremeIce @EarthVisionInst | Bylines: @natgeo @highcountrynews @vice @hakaimagazine +,0,Quebec Mosque Shooting
"Still I Rise.__Witnessing an ""Alternative Administration"" Expect Alternative Facts, Figures,Rules,Taxes,Raids,to be continued. Knowledge Is Power__´ÙSpeak Up_",1,Quebec Mosque Shooting
"AOLC certified head coach at Generation Barbell Club, husband, your best friend. father to two dogs with 7 legs",1,Quebec Mosque Shooting
"Husband, father, baseball lover, entertainment industry executive. Author of letters to my daughter about life, love, and how to negotiate a bigger allowance.",1,Quebec Mosque Shooting
New Yorker. Chinese-American. International educator. World Traveler. Apple Distinguished Educator 2013. Edtech facilitator. CoETaIL. My favorite question: Why?,1,Quebec Mosque Shooting
#FuckTrump #ImpeachTrump #CrookedTrump,0,Quebec Mosque Shooting
"ComplexSocialMedia provides communications  professionals with information and updates on social media related news, views and events.",0,Quebec Mosque Shooting
"Pagano & Marks, P.C.",0,Quebec Mosque Shooting
Champion of the underdog. Don\'t like it?Do something about it.Adventure.Learn. Choose battles. Life is short. Don\'t waste time. Give back/pay forward.Go Blue!o,1,Quebec Mosque Shooting
Just a girl (Woman ;) and I am American Pheonix!  Independent thinker and big on giving back to community.  Lets make it happen... together!,1,Quebec Mosque Shooting
"German immigrant from Kallstadt. Restaurants and boarding houses manager. Opa to Donnie, Maryanne, John, Christine and Karen.",1,Quebec Mosque Shooting
"Enthusiast streamer on Twitch.  Anything I say is my personal opinion only. Pansexual, Gender-fluid (AMAB), liberal, geek.",1,Quebec Mosque Shooting
"Political scientist, recovering academic, manager & applied researcher. Now with more snark and blunt opinions! I represent myself blah blah blah...",1,Quebec Mosque Shooting
"Chemist, writer, searcher.  I dream of blue tulips, rainbow nights, and resurrection.",1,Quebec Mosque Shooting
Somewhat new to this but still staying true to this.,1,Quebec Mosque Shooting
Jaded journalism major. Beholder of butterflies. Believer of brujerí_a. Lover of lavender. Perpetually perplexed procrastinator.,1,Quebec Mosque Shooting
"Internal Auditor, Analyst, proud mom of wise, brilliant, traveling son, and passionate about Avis Chase Cottages in Chatham, on Cape Cod",1,Quebec Mosque Shooting
Intelligence~Commitment~Courage. I only follow active traders. Calls are personal opinion.Trade@YourOwnRisk $TWTR $APRI $ARLZ $DRYS $RXII $COGT $OZM $MNGA $IDRA,1,Quebec Mosque Shooting
"My name is John. INFJ. This platform will focus on LIFE, Idea, Fun, & Education. I use this to express my views & thoughts on life through my life experiences.",1,Quebec Mosque Shooting
"Trumpers are proof that some men ARE inferior, endowed by their maker with dim wits, impermeable to reason, with slime in their veins instead of hot, red blood.",1,Quebec Mosque Shooting
"Minnesota born, Minnesota proud.",1,Quebec Mosque Shooting
"NYT bestselling author, award-winning journalist, EIC https://t.co/6ZAIDBFceM",0,Quebec Mosque Shooting
The Lexingtonian,0,Quebec Mosque Shooting
Constitution Defender - Private Pilot - #Padres - #SDSU - #Trump2016 - E Pluribus Unum - Born in the South and raised in Alabama #rolltide,1,Quebec Mosque Shooting
"I am a spiritualist CHILD OF THE ONE, RAINBOW WARRIOR WHO KNOWS IN THE DIVINE AKA GOD non religious American Patriot who INTENDS to keep this country free",1,Quebec Mosque Shooting
~There are single moments in life that become final---irrevocable.~ Truly NOT in this for the followers. No hard feelings if you choose to unfollow.,1,Quebec Mosque Shooting
"New Yorker by birth, Yinzer by choice. Let\'s go get a whiskey.",1,Quebec Mosque Shooting
RESIST,1,Quebec Mosque Shooting
"Public historian. Writer. Ex-pat Montrealer. \'Griffintown: Identity and Memory in an Irish Diaspora Neighbourhood,\' out May 2017 from @ubcpress",1,Quebec Mosque Shooting
"I am a weapon of massive consumption. And its not my fault, its how im programmed to function.",1,Quebec Mosque Shooting
_º_¸Patriot _º_¸ Pondering Life __ Writing Haiku âç_è_MAGA _º_¸America First _º_¸,1,Quebec Mosque Shooting
Down asf and I\'m full off hen,1,Quebec Mosque Shooting
"For those that know me, no explanation is needed.  For those that don\'t, no explanation is enough...",1,Quebec Mosque Shooting
"Lean Six Sigma Blackbelt. Full Stack Developer. Founder at @spendology, @gospendpro, @blueapexdigital, Engineer, Problem Solver, @FAMU_1887 alum, @Columbia alum",1,Quebec Mosque Shooting
Sometimes a cactuar and sometimes a human. Manifestation from the Joystiq comment section.,1,Quebec Mosque Shooting
"Everyone should read former Sen David Boren\'s, Letter to America - Be advised !  Ancient Civ Researcher  LoVe iT *.* 
 
 trumpo delenda est !!!",1,Quebec Mosque Shooting
snarky commentary//unnecessary updates//mediocre philosophy//effortlessly good hair,1,Quebec Mosque Shooting
"NOLA Born. Family slogging it out in Louisiana swamp since 1720s--2 in gov manse. Law, religion, politics, ethics. #ImStillWithHer #TheResistance #ImpeachTrump",1,Quebec Mosque Shooting
"Cardiac RN, Married, Mother of 3 Girls. Liberal, Democrat, Animal Advocate, Bibliophile #VoteYourVagina  #TheResistance #NotMyPresident **BLUE in a RED state**",1,Quebec Mosque Shooting
Sixth degree black belt in Shaq-fu. Gave up Lent for bacon. Dogs whistle when I walk by but I can\'t hear it. Lucky dude. Publisher of The Devil Strip.,1,Quebec Mosque Shooting
CHS XC/Track| Go Tigers,1,Quebec Mosque Shooting
coffee. novels. 5h.,1,Quebec Mosque Shooting
Tailor || Guitarist || Nice Person. Instagram: parkerbradford,1,Quebec Mosque Shooting
"affiliation: dog // discussing ecological stuff, politics, markets, soccer, music. no endorsements.",1,Quebec Mosque Shooting
Conservative Jew; Animal Lover; Kabbalah student; loves US Õæ_Õ_Õæ_Õ Canada Õæ_ÕÂÕæ_Õ_ and Õæ_Õ¬Õæ_Õ± Israel; Social Liberal and Fiscal Conservative.,1,Quebec Mosque Shooting
Single mom of an 8 year old autistic boy. Gavin is my life! I'm struggling through my first time in college. We struggle and try to make it work. Love my boy!!,1,Quebec Mosque Shooting
"I ä»« Music, #Lovatic at @DDLovato so #StayStrong ! Follow me in #Peace. Big fan of @TantrumJas @TaylorSwift13 @MaddiJaneMusic 5H - I write songs, I sing along ä»«",1,Quebec Mosque Shooting
passionate about reading,1,Quebec Mosque Shooting
Words+Pictures. Belief+Knowledge. Busy with #CalArts #CriticalStudies Aesthetics & Politics MA program,1,Quebec Mosque Shooting
#theresistance,0,Quebec Mosque Shooting
"Full-time professional writer, published novelist, ghostwriter, playwright, songwriter, musician.",1,Quebec Mosque Shooting
Why say no when you can say yes?,1,Quebec Mosque Shooting
Join The GRIDä¢ US Civilian Forces Crowd Defense/Intel! 320M US citizens united vs terror & tyranny! Sign #AmericanGatewayAct a #FairPolicy to #KeepAmericaSafe!,1,Quebec Mosque Shooting
Mother. Wife. Humanist. Feminist. White Ally. Straight Ally. Union member. Progressive. #GoHuskies #SafetyPinUS #ImpeachTrump,1,Quebec Mosque Shooting
"mom,wife,veterinarian,conservationist, hippy, runner, PROGRESSIVE, love my amazing family&Bruce Springsteen. ä¥_ô__ô#nasty#Trumptrollsblocked #nolists#notmyprez",1,Quebec Mosque Shooting
Relationships are made of talk - and talk is for girls and women.,1,Quebec Mosque Shooting
Ex-Journalism Major. Ex- #gamergate activist. Current English major/Medieval Studies minor. Fools rush in where angels fear to tread.,1,Quebec Mosque Shooting
"Love for my God, my family, and the U.S.A. Lifetime Member of NRA. Support 2nd Ammendment and Right to Carry. Proud Harley owner. PS: I BLOCK TROLLS. MOLON LABE",1,Quebec Mosque Shooting
"When someone shows you who they are, believe them the first time - Maya Angelou.   He who accepts evil without protesting it is really cooperating it. -MLK",1,Quebec Mosque Shooting
"Mom of three, microbiologist, writer, triathlete. Doctoral candidate in Science Education at UCF.",1,Quebec Mosque Shooting
"A young film, television, and video game enthusiast.",1,Quebec Mosque Shooting
"love Syracuse orange, golf, big apple, children.. retired NYS teacher",1,Quebec Mosque Shooting
Devoted to chasing wind.,1,Quebec Mosque Shooting
"_§_·_¸_è¿âï¸è ""If not me, who? If not now, when?""",1,Quebec Mosque Shooting
"Pillar of Patience, G-MA,",1,Quebec Mosque Shooting
For the ruthless criticism of all that exists.,1,Quebec Mosque Shooting
Me,1,Quebec Mosque Shooting
Love me or hate me...I will still be me. ä»ç #cowboysnation #lakings  50% Filipino 50% Mexican but 110% crazy _ô_,1,Quebec Mosque Shooting
Democrat just here for the entertainment                    Show your taxes Trump!,1,Quebec Mosque Shooting
"When not running, i\'m eating.",1,Quebec Mosque Shooting
"Never saw the point of Twitter before 2017. Thanks, Trump.",1,Quebec Mosque Shooting
Sixty-ish liberal gay male bear,1,Quebec Mosque Shooting
Lover of noodles.,1,Quebec Mosque Shooting
"Michigan Wolverine, Lawyer, Proud Father, Harvard MBA, Raised by a Single Mother",1,Quebec Mosque Shooting
Fí_tbol | Minimalist | Fashion Enthusiast | Design Aficionado | Film Addict | Comic Book Fan,1,Quebec Mosque Shooting
"Happily married 50 yrs, Mom of 3, Gran to 7. Aging actress. Love animals & nature. Hate cruelty. Support West Ham, Dagenham, - & reluctlantly Spurs __´Ù!",1,Quebec Mosque Shooting
"~ pro wrestling, boston bruins, sf giants",1,Quebec Mosque Shooting
"Government reformer, Advocate, Former President @AARP, Zen Hospice Project Board Member,avid cyclist on trails in Sacramento California. Thoughts=my own",1,Quebec Mosque Shooting
"Knitter, Reader, Knitter, Movie Fan, Knitter, Mom, Knitter, Wife, Knitter, News Junkie, Knitter",1,Quebec Mosque Shooting
"""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James A. Baldwin",1,Quebec Mosque Shooting
"PhD candidate @UMB, HighEd scholar, Liberation warrior, powerful female, athlete, life-long learner, Leader, public speaker, diversity/equity/inclusion trainer",1,Quebec Mosque Shooting
hakkin hokkies f\' hokin hammies,1,Quebec Mosque Shooting
"writer, journalist, varied tweets. RT means this is interesting, not nec. agreement. Arts; politics; history; life; future, present & past; Russia; USSR",0,Quebec Mosque Shooting
"Husband, father of 3 & reporter-turned-attorney concentrating in commercial litigation. I tweet about social media, MSM, current events, the law & my life.",0,Quebec Mosque Shooting
"issues: social justice, gay rights, disparities in healthcare, changing the culture in the us from corporate greed to humanist, animal rights, healthy living",1,Quebec Mosque Shooting
#TheResistance UNITED WE STAND DIVIDED WE FALL!,1,Quebec Mosque Shooting
"university of oklahoma \'18; ï_©, education major äóî äóìdon\'t let the hard days winäó",1,Quebec Mosque Shooting
Enjoying life in Tampa FLA,1,Quebec Mosque Shooting
Labor and progressive movement politics. At @aftunion but tweets are mine alone. Pup is @averycorgi,1,Quebec Mosque Shooting
"REALTOR¬, Broker/Owner @AshrockRealty, ATX. Trading, squash, technology, financial freedom, people. Periscope: bhairya Snapchat/Instagram: salman_realtor",1,Quebec Mosque Shooting
"All the evil identities you heard started on Tumblr (they didn\'t). Politics go here. Disabled, plural, autistic, psych survivor, pain patient. FAQ in progress.",1,Quebec Mosque Shooting
I rock!!  Literally and figuratively!  Follow me and I\'ll follow you back! http://t.co/VrtREQDgwW,1,Quebec Mosque Shooting
World\'s slowest writer. Author of ANATOPSIS and maybe some day another book.,1,Quebec Mosque Shooting
Graphics and Marketing Designer - Anime and gaming nerd. One half of Two Gay Guys Play.,1,Quebec Mosque Shooting
"Top Stories, Jobs, World News Aggregator.",0,Quebec Mosque Shooting
"Self Employed Entrepreneur, real estate, agriculture, restaurateur, oil and gas.",1,Quebec Mosque Shooting
Bring on Pro Wrestling _ôÖ_MCU_ôÖ_MY NETFLIX,1,Quebec Mosque Shooting
"I design materials for 3D Printing by day, 3D Printing hobbyist by night.",1,Quebec Mosque Shooting
Exposing what\'s wrong in New Jersey to keep it honest.,1,Quebec Mosque Shooting
Its my twitter I can tweet what I want to.,1,Quebec Mosque Shooting
"Neonatal Nurse Practitioner
 passion4preemies
 always moving forward with continued growth...
 keep learning and evolving..live life to the fullest..",1,Quebec Mosque Shooting
IG: brokeboywithheart,1,Quebec Mosque Shooting
"International educational consultant, board certified behavior analyst, and author",1,Quebec Mosque Shooting
"#TheResistance Great spirits encounter constant opposition from mediocre minds.  Animal lover, tech, photography student of history and human nature",1,Quebec Mosque Shooting
"A hard-working, open-minded, people-loving Episcopalian",1,Quebec Mosque Shooting
Love the ones that treat you right and forget about the ones who don\'t.,1,Quebec Mosque Shooting
Family man. Digital media researcher. Brooklynite. Liberal. Music maker. Other.,1,Quebec Mosque Shooting
"Love Jesus, love family and friends that are like family. Where the Spirit of the Lord is...there is freedom",1,Quebec Mosque Shooting
"Graphic Designer, wrote a thing called \'xv\' decades ago. Check out my historic racing art thing at http://t.co/DJ6WarHfK2 -- free posters for download.",1,Quebec Mosque Shooting
"Never grow a wishbone, daughter, where your backbone ought to be.",1,Quebec Mosque Shooting
"I\'m 18, and I love music--metal and punk rock especially :) If anyone ever needs to talk just message me!",1,Quebec Mosque Shooting
a ragdoll brought to life by a benevolent witch. senior video producer @buzzfeedvideo,0,Quebec Mosque Shooting
"Deputy managing editor at @just_security. Formerly @ForeignPolicy, @Politico & @defense_news. Nonresident sr fellow at @AtlanticCouncil.",0,Quebec Mosque Shooting
"Native American Pitbull Warrior, activist, artist, rampant psychotic.",1,Quebec Mosque Shooting
BRICK CITY DJ!!! STRICTLY VINYL!!!,1,Quebec Mosque Shooting
Im just living life,1,Quebec Mosque Shooting
Weekday 5:30pm anchor WIVB TV 10pm anchor CW23 Nalina.Shapiro@wivb.com INSTAGRAM: NalinaShapiro4 Snapchat: Nalinanews https://t.co/QnvdDg1X92,0,Quebec Mosque Shooting
Proud Husband Father Son US Veteran #GoHawks #12s Seattle Seahawks Seattle Mariners #BringBackOURSonics #UWHuskies #KeepFighting,1,Quebec Mosque Shooting
Track all of the latest Travel Agency News with Owler. View all companies in the Travel Agency Sector: https://t.co/YgMlSiCRZs,0,Quebec Mosque Shooting
"Writer, lawyer, corp consultant and politico turned history teacher. Concerns: education, accurate history, politics, environment (DDT), and humans. Vote!",1,Quebec Mosque Shooting
Forensic accountant/Managing Director with @Deloitte. Voice of Reason for #GoNU since 88.  College hoops and pop culture junkie.  Boston-based Yankee fan.,1,Quebec Mosque Shooting
Lost father to gun violence.All hands on deck to fight for our https://t.co/I7uJ1VUMKP your state reps.Follow the money to fight Trump. #TrumpLeaks #TheResistance,1,Quebec Mosque Shooting
Alaska is what America use to be!!,1,Quebec Mosque Shooting
"Italian man, and a BEAR! Love the Bear life and all the guys we\'ve met along the way! GGGRRRRRRR!! Come to Ft Lauderdale !",1,Quebec Mosque Shooting
I\'m a college English teacher who wishes I were a character actor or a comedian.,1,Quebec Mosque Shooting
"Early to bed, early to rise; makes the man healthy, wealthy, and wise.  SC. Rondo2013",1,Quebec Mosque Shooting
"Feminist animal rescuer who loves dogs, wine,& reading. I will not be quiet and let hate win. #resist #istandwithpp #equalrights #nodapl #savetheearth",1,Quebec Mosque Shooting
"Writer, editor, newshound, fan of participatory democracy. Formerly senior editor w/Mother Earth News + decades as newspaper & magazine journalist.",0,Quebec Mosque Shooting
What is life without liberty?,1,Quebec Mosque Shooting
"Generous to a fault. Loving and caring. My most important trait is empathy. My best friend is Daisy, my darling Pomeranian. Love to laugh, watch movies and read",1,Quebec Mosque Shooting
"Education, youth, development, and organization(s) of people. Also music, biking, and fiction. From Ohio. Live in DC.  Opinions expressed are mine.",1,Quebec Mosque Shooting
I create music and YouTube videos,1,Quebec Mosque Shooting
"Get Money Out!!  I\'m tired of politics as usual, there has to be a better way!",1,Quebec Mosque Shooting
"RW has declared war on working ppl! Socialist, eclectic. #movies, #hockey  Capitalism & democracy are incompatible. #TheResistance",1,Quebec Mosque Shooting
SF Bay Area Small Biz Owner. Still a New Yorker at heart. ~ Instant Block if you add me to any list~,1,Quebec Mosque Shooting
"Aerospace & American Industrial Specialist w/proven experience in Product Development, Design and Manufacturing for: 16 Aerocraft, 2 Rocket Ships, 1 amphibious",1,Quebec Mosque Shooting
-Chicago Metal Resurrection-  /Join the HEAVY Metal Revolution with Hanging Death!/~(New Generation Heavy Metal)~STRAIGHT TO THE TOP~NON STOP~ROCK TIL YA DROP~,1,Quebec Mosque Shooting
Sometimes I build phallic towers with my name on them to let the working class know how much I care,1,Quebec Mosque Shooting
Join the #Resistance.,1,Quebec Mosque Shooting
"Modern-day azhdarchid. Interested especially in science, but also fascinated by just about any field, from history to mythology.",1,Quebec Mosque Shooting
"Dad, Political Junkie, Musician, Manager,  Asking Who is John Galt?",1,Quebec Mosque Shooting
