description,is_gen_pub,source
Lecturer @UlsterBizSchool; Researching HRM & Family Firms; Husband to Rebekah & Dad to Isaac & Theodore; North-coast dweller; Music lover. All views my own.,1,Bostong Marathon Bombing
Consultant + Brand Strategist. Innovator. Problem Solver. Community Organizer. Radio/TV/Mobile/Content. #DataNerd,1,Bostong Marathon Bombing
Brazilian entrepreneur. @RealTonyRocha's partner. Hardworker. Family man.,1,Bostong Marathon Bombing
Retweets are most certainly endorsements.,1,Bostong Marathon Bombing
Comedian/humoriste,1,Bostong Marathon Bombing
I just want all of the cookies and chicken. A plate of chicken and a side of cookies with a beer and an extra plate of chicken.,1,Bostong Marathon Bombing
MIR3 Intelligent Notification technologies help companies deliver their most important messages to anyone,0,Bostong Marathon Bombing
Big Brother,1,Bostong Marathon Bombing
Criminal Courts Reporter/Metro Editor at the Chicago Sun-Times; I cover 26th and Cal and am often mistaken for the Spanish interpreter.,0,Bostong Marathon Bombing
Hi,1,Bostong Marathon Bombing
Writer \\ Director-The Seeley Foundation Charitable Trust \\ Owen/Cox Dance Co. Founder \\ Sci-fi doofus \\ Art instigator \\ troublemaker and ne'er do well.,1,Bostong Marathon Bombing
Washington Bureau Chief for Gray Television. I cover Congress,0,Bostong Marathon Bombing
Techie | loves dogs,1,Bostong Marathon Bombing
not all those who wander have adhd.  keen on vets  health care  refugees and mmigrants  intl affairs  #rctid  #stlcards  Neil Finn. Retweets of Graves  Sassoon et al.,1,Bostong Marathon Bombing
Artist | Educator | Working Class | Wabash Man + Atlantic Theater Alum + Purdue MA + DePaul MFA Cinema 19' | TEDx Speaker @Rustedblue #Cinderwork #Sandboxing,1,Bostong Marathon Bombing
Stay-at-home dad,1,Bostong Marathon Bombing
I am Anti-war,1,Bostong Marathon Bombing
Sandra Emerson covers Redlands,1,Bostong Marathon Bombing
Criminal Justice,1,Bostong Marathon Bombing
Everything saved will be lost. -Wii,1,Bostong Marathon Bombing
Actor,1,Bostong Marathon Bombing
@PittsburghPenguins,1,Bostong Marathon Bombing
Tech news,0,Bostong Marathon Bombing
I'm a talent manager,1,Bostong Marathon Bombing
Massachusetts state peace & justice org. Fund our communities not war,0,Bostong Marathon Bombing
As a conservative,1,Bostong Marathon Bombing
@wbrz news reporter | Fact repeater. Georgia raised,0,Bostong Marathon Bombing
Deputy @HealthyLiving Editor at @HuffingtonPost. Sundress enthusiast. Future golden retriever mom. Mental health advocate. Former Floridian. Tall person.,0,Bostong Marathon Bombing
Stoked on the 603!,1,Bostong Marathon Bombing
Director  stoic  DJ / producer  blockchain enthusiast  and crime tv theorist.,1,Bostong Marathon Bombing
Software trainer,1,Bostong Marathon Bombing
Fashionista,1,Bostong Marathon Bombing
@Get_Convey CEO,0,Bostong Marathon Bombing
marathon runner,1,Bostong Marathon Bombing
Wife. Mother. Adore Korean Singer & Actor Kim-Hee-Chul & SuperJunior. Proud ELF! Love Periodic Dramas & Ancient History. Life is for Living,1,Bostong Marathon Bombing
Progressive Democrat from Queens,1,Bostong Marathon Bombing
The Miss University Scholarship Program is an official preliminary to Miss NH and Miss America. (Tweets by Sj) http  Web,0,Bostong Marathon Bombing
NBC12 Breaking News & Weekend Anchor. VA Political Reporter. Chief Researcher of NY Times best-seller,0,Bostong Marathon Bombing
A lady with class.,1,Bostong Marathon Bombing
This feed provides timely #interstate #traffic info & RT'a for I-20 in #TX. Pre-plan your trip or use a text reader on the go. Stop Distracted Driving!  feminist  SciFi geek. #onlinefundraising #nptech #sm4np,0,Bostong Marathon Bombing
Live in such a way that if anyone should speak badly of you,1,Bostong Marathon Bombing
Finance and IT director Oring AB,1,Bostong Marathon Bombing
who shall save the human race.,1,Bostong Marathon Bombing
Vice President,1,Bostong Marathon Bombing
Busy mom of 6,1,Bostong Marathon Bombing
NYC Transplant,1,Bostong Marathon Bombing
Head honcho at Winbound @winbound_mktg. Inbound marketing and conversion testing for small businesses,0,Bostong Marathon Bombing
i care about feminism,1,Bostong Marathon Bombing
Speaker  Trainer  Consultant  Professional Engineer  and Entrepreneur. Top 40 under 40 alumni. I share links on technology and social media.,1,Bostong Marathon Bombing
Headquartered in Paris,0,Bostong Marathon Bombing
umili origini...,1,Bostong Marathon Bombing
higher ed web wrangler and typography nerd; making it up everyday; moderately uncomfortable with semicolons;,1,Bostong Marathon Bombing
FOX25 provides complete New England news coverage that matters to you.,0,Bostong Marathon Bombing
You can't even define socialism let alone cite an example. Melanin terrifies you more than facts. You think Fox is news. Take your tea bag & go play in traffic.,1,Bostong Marathon Bombing
staff writer at @micnews | indigenous | half moroccan amazigh | half japanese | first secret muslim | chicago raised,0,Bostong Marathon Bombing
Mid-Market Sales Manager @shoppertrak / XU grad/Rugby player/Chicago sports fan (hate the cubs,1,Bostong Marathon Bombing
doing it.,1,Bostong Marathon Bombing
American Humanist Association advocates progressive values and equality for humanists,0,Bostong Marathon Bombing
Account for International Music Artist,0,Bostong Marathon Bombing
Columnist on diversity issues in the news business,0,Bostong Marathon Bombing
Leading the way in mobile device accessory innovation with our Mobio Grip | Mobio Pivot | Mobio Go,0,Bostong Marathon Bombing
I am a bot and i will retweet everything tagged with #Quebec. NOTE: If you do NOT want me retweet you,0,Bostong Marathon Bombing
Forcing people to listen to me sing since the mid 90s. | #PR | #Music | #SuhDude | http,1,Bostong Marathon Bombing
Rock 'n Roll Consultant| Natural Born Critic| INDOMAFFIA| Aspiring Hermit| Lover of cats,1,Bostong Marathon Bombing
Creative Leader. Brand Builder. Social Influencer. Luxury travel,1,Bostong Marathon Bombing
ÛÏWe gladly feast upon those who would subdue us.Û http Leskru,1,Bostong Marathon Bombing
Freelance Illustrator. Storyboard Artist. Writer. I tweet mostly personal,1,Bostong Marathon Bombing
Campaign sponsored by @DCoEPage. Join us in supporting resilience! Following äÊ endorsement. For 24/7 support,0,Bostong Marathon Bombing
Advocate of @ExtraLife4Kids | Plays a lot of video games http | Love to talk about Cleveland sports misery | @OperationSports,1,Bostong Marathon Bombing
Proud Surrey resident,1,Bostong Marathon Bombing
Official Twitter account for Houston's Sports Leader and Broadcast home of the Houston Texans and Houston Dynamo,0,Bostong Marathon Bombing
#Harlem #Foodie #Culture #Fitness | #Digital #Marketing #Insights #Metrics #Analysis | Educ: BA,1,Bostong Marathon Bombing
This account is annoying,1,Bostong Marathon Bombing
22. Plym Uni. Events Management Student. School Rep. Vice-Chair of Events Society. Kit Sec for Netball. I take photos for SU and Rep for Outgoing.,1,Bostong Marathon Bombing
Former Team @JohnKerry,0,Bostong Marathon Bombing
Tweets around Digital  music fan  pop culture fan! TV a holic   pro wrestling supa fan! IG: reeceecup527,1,Bostong Marathon Bombing
Beauty,1,Bostong Marathon Bombing
Can occassionally keep a cactus alive | Logistics at @TheNationsFirst | Community at @RallyPoint,1,Bostong Marathon Bombing
Network Marketing Coach & Visionary Entrepreneur,0,Bostong Marathon Bombing
If you can't hang w/ attitude - then get off my ride - Cowboy up if you can hang!  Ruff Riders Only!,1,Bostong Marathon Bombing
60+wife,1,Bostong Marathon Bombing
Digital Stuff @ Coca-Cola European Partners  @CocaColaEP. Views and opinions all my own. Proud Chair of @rainbowcentre and @Bristol_SU,1,Bostong Marathon Bombing
Love Boston,1,Bostong Marathon Bombing
Tweets about Africa's past,1,Bostong Marathon Bombing
Chicago sports news and updates ... with a little comedy to boot. #Bears #Bulls #Blackhawks #Cubs,0,Bostong Marathon Bombing
@AP reporter in US Southwest,0,Bostong Marathon Bombing
Breaking and local news from the staff of CBS 11 News,0,Bostong Marathon Bombing
What counts is not the years in your life,1,Bostong Marathon Bombing
A reporter of any and all things related to the city of Mobile and Baldwin County  & web content creator. And a mommy blogger  too.,0,Bostong Marathon Bombing
Strategic communications/PR pro @commcreative. FL native who is now a Boston resident. Mom. Wife. Daughter. Sister. Friend. Pizza enthusiast.,1,Bostong Marathon Bombing
Radio/TV Personality,1,Bostong Marathon Bombing
Today's Best Variety!,0,Bostong Marathon Bombing
Barber. Running addict fueled by coffee and peanut butter with a little bit of this and that on the side. @altrarunning ambassador  with KTVT CBS  Published Author  Actor and blogger: These Tweets do no reflect my employer's views- only my own!,0,Bostong Marathon Bombing
Jaded bon vivant,1,Bostong Marathon Bombing
I love being alive.  I'm not a conductor.,1,Bostong Marathon Bombing
ON TOUR // Follow on BandsInTown // Finishing 1st studio album // Stream latest singles on Spotify: http,0,Bostong Marathon Bombing
David.s.c. Proud,1,Bostong Marathon Bombing
Get a jump on the day's news  Habs  Wisconsin  earth  human rights  gaming. The order may change from day-to-day...,0,Bostong Marathon Bombing
Retired Wife,1,Bostong Marathon Bombing
Current news about Israeli science,0,Bostong Marathon Bombing
I teach in a Christian school by day and write by night. I review books and share inspirational stories on my blog Doorkeeper.  AUC  Egypt. PhD  UMiami. Research social media  activism  public TV. Singer  dancer  guitarist. Views solely my own.,1,Bostong Marathon Bombing
Photojournalist with NewsChannel 5 in Nashville,0,Bostong Marathon Bombing
@MASHWELLBROTHAS DJs #Mashwell,1,Bostong Marathon Bombing
WHAS11 News is your source for Louisville,0,Bostong Marathon Bombing
Highlighting developments in drone journalism and other technology that's transforming the profession.,0,Bostong Marathon Bombing
Nonprofit,1,Bostong Marathon Bombing
International business adviser specializing in fiscal affairs,1,Bostong Marathon Bombing
Artist,1,Bostong Marathon Bombing
Laughter is the best medicine. Cleveland Native living in Raleigh.,1,Bostong Marathon Bombing
Conference & Events Sales Manager by profession & Crossfitter & mother by choice - Life is what you make of it!,1,Bostong Marathon Bombing
Kent State University Class of 19_ÁI refuse to let my momma lose me to some bullshit,1,Bostong Marathon Bombing
Digital engagement editor @TheIntercept; adjunct professor @ColumbiaJourn; formerly @WSJ and @NYTimes; lover of charts/data,0,Bostong Marathon Bombing
VP/recruiter/videographer for Reel Recruits in CO. Helping kids live out their athletic dreams! Former sports anchor,0,Bostong Marathon Bombing
#SocialMedia Strategist for @RickSteves & @RickStevesTours,1,Bostong Marathon Bombing
#Jets,1,Bostong Marathon Bombing
Ret former Local LE/ Fed LE/Intel Ofcr love flying,1,Bostong Marathon Bombing
Jesus is Lord! Hell is hot! Sin aint right! God is holy! Christ is coming! Righteousness will prevail! The Holy Spirit is alive and moving in me!,1,Bostong Marathon Bombing
Rutgers DPT student 2018 | Boston University alumn 2015 | Alpha Phi Omega Zeta Upsilon. Work hard,1,Bostong Marathon Bombing
Be the change you want to see in the world - Ghandi,1,Bostong Marathon Bombing
Û¢ lover of Jesus  total #loosecannon dedicated to universal equality,1,Bostong Marathon Bombing
A Conservative offering comments and color on MSNBC's daily programming. I am pro-life,0,Bostong Marathon Bombing
July 14:  Art + Fashion Trunk Show 'YENRU' Helping end NYC homelessness  6pm- 8:30pm  NYC,0,Bostong Marathon Bombing
Orthopedic RN & NASM CPT...Diva in the streets,1,Bostong Marathon Bombing
works at digital resistance,1,Bostong Marathon Bombing
Content Associate at Red Shoes PR  Brooklynite. TambiÌ©n en espaÌ±ol. Priors: @Facebook @WSJ @NYTimes @WashingtonPost. liz.heron@huffingtonpost.com,0,Bostong Marathon Bombing
Social media editor for @washingtonpost opinions. @aajadc VP. Gamer. Weak against songs with hand claps. Defending Kanye since 2005. Still a struggle.,0,Bostong Marathon Bombing
Workin' God & Country lovin' Conservative/Constitution. Musician & NRA member,1,Bostong Marathon Bombing
Wisdom from @NaughtyMonkeyDJ; http (@K9ZLX) http Savage Myth songwriter/singer,1,Bostong Marathon Bombing
Chi-born journalist,0,Bostong Marathon Bombing
Quaker. Speaking out on issues of privilege & oppression.  I'm not an activist. All I did was get involved--and made time in my life to *stay* involved.  people  food  music and politics!,1,Bostong Marathon Bombing
A personal story. There are no easy answers just facts.  @PodDelusion contributor  @Notts_Skeptics co-organiser  @_PubhD co-founder  @SpaceScenery curator  DRFC supporter.,1,Bostong Marathon Bombing
We're the team for Heart Four Counties covering the news across #Herts,0,Bostong Marathon Bombing
Progressive www ~ that's right,1,Bostong Marathon Bombing
elitetravelint@hotmail.com  and the Olympic movement.,1,Bostong Marathon Bombing
PeejCapeesh@gmail.com for inquiries,1,Bostong Marathon Bombing
NNAAC,0,Bostong Marathon Bombing
#photography #videomaker #fotografia. images from the world,1,Bostong Marathon Bombing
Are Your Teens Practicing Amplexus? Learn These Six Telltale Signs!,1,Bostong Marathon Bombing
The Book Lovin' Life ain't always easy...,1,Bostong Marathon Bombing
#SEO Analyst/ AdWords Certified/ Google Analytics Certified/ Social Media Expert/ All Things Internet/ #NASCAR #Hornets #Panthers #Gamecocks,1,Bostong Marathon Bombing
Serial Tweeter,1,Bostong Marathon Bombing
Snapchat: aledwilly96,1,Bostong Marathon Bombing
Disciple | Wife of @emilycheath  | @unitedchurch Pastor | Writer @SALTproject | Queer femme | Bravo TV Addict |  INFJ | Holy Mischief Maker | Harry Potter lover  Architect  book eating zombie  music and film nut  hopeless romantic and life enthusiast.,1,Bostong Marathon Bombing
Associate professor of journalism at Northeastern University. Panelist on WGBH's Beat the Press. Contributor to http Likes are bookmarks.,0,Bostong Marathon Bombing
#NEPA's largest news team brings you #breakingnews and entertaining info from the region and beyond.,0,Bostong Marathon Bombing
The first global community-based newsroom. We set a news agenda that builds bridges and global understanding. Tweets by: @asteris @elicitizen @SaharHGhazi,0,Bostong Marathon Bombing
USS Ray (SSN-653) DECOM crew USS Grayling (SSN-646) DECOM crew,1,Bostong Marathon Bombing
chadderbox effects,1,Bostong Marathon Bombing
Directioner & Brat & Beaster & PLL & OUAT// ULSA _ü,1,Bostong Marathon Bombing
We produce custom,0,Bostong Marathon Bombing
He published several works of local and histÌ_ria around the Mi_nimum rÌÊdio shortwave. I work as a school teacher and Tamba © write poetry. grandfather to four.,1,Bostong Marathon Bombing
web  ecommerce. Love to help and give tips.,1,Bostong Marathon Bombing
Marketing and Advertising guru,1,Bostong Marathon Bombing
I'll love USA & ISRAELÏÁ #RAV forever and Ever! Freedom for all political prisoners! ÏÁ #RAV Libertad P TO2 LOS PRESOS POLITICOS!! VIVAN CUBA Y VENEZUELA LIBRES!ÏÁ,1,Bostong Marathon Bombing
LÄ£iÄ£fÄ£eÄ£,1,Bostong Marathon Bombing
snippets of my life,1,Bostong Marathon Bombing
Covering culture in NYC for WSJ.,0,Bostong Marathon Bombing
RN married to the ever-awesome @KDoddMI _ü Tigers!! _üLions!! _ü GoBlue! _üRazorbacks_üTWD_üGoT_ü Beatles_ü,1,Bostong Marathon Bombing
sassy Û¢ sarcastic Û¢ on the right side Û¢ unapologetically opinionated Û¢ ªÁ ny giants,1,Bostong Marathon Bombing
tv producer @SportsTalkCSN @CSNMA | radio producer @1067thefandc | VCU Ram | Ajay.Atayee@nbcuni.com,0,Bostong Marathon Bombing
SC: dejinoir,1,Bostong Marathon Bombing
#Muslim | Doctor in training | DeenOverDunya | ÛÏAll truth starts out as a wish; hence,1,Bostong Marathon Bombing
Tailored Living featuring PremierGarage offers storage solutions for both the garage and the home. Call us today at (866) 590-5632.,0,Bostong Marathon Bombing
Inquisitive. #Socialmedia Enthusiast. @GeorgetownPRCC alum. Sr. Dir of Brand & Marcom @ICFI. Coffee addict. Tweets about #brand #PR #contentmarketing #marketing  Army vet Bikes   gardening  Cigars #TGDN,1,Bostong Marathon Bombing
Deputy Editor @DNAinfoNY,0,Bostong Marathon Bombing
welcome to my tweeter.  marathon runner  mad cat lady  wine lover  &  best of all  wife to @chrisinchesham,1,Bostong Marathon Bombing
Drink some prune juice and let the sh*t go!,1,Bostong Marathon Bombing
So normal,1,Bostong Marathon Bombing
God Family and Country  USMC Retired,1,Bostong Marathon Bombing
Chief Word Officer @ E Thompson Media Inc. Blogger. Bookworm. Panelist @KUNVradio Our Metropolis. Foodie. Traveler.,0,Bostong Marathon Bombing
Director,1,Bostong Marathon Bombing
Reporter @InfraLatAm. Scriptwriter. Blogger. Non-smoking activist. RT not endorsements. Views my own.,0,Bostong Marathon Bombing
Creator and Host of The Wrestlingus Show. http,1,Bostong Marathon Bombing
The One Liner Sniper Co-Host of Drew Garabo Live M-F 2-6pm on 102.5 The Bone I also have a podcast SBKLIVE.FM,0,Bostong Marathon Bombing
BiÌ_loga Ambiental. Master en ConservaciÌ_n de Vida Silvestre.,1,Bostong Marathon Bombing
22 with too much to doÐÇüBetty White is my spirit animal ÐÇü Concerned about global climate change,1,Bostong Marathon Bombing
lifestyle blogger + freelance writer + social media consultant | too much coffee and not enough sleep. | snapchat: http,1,Bostong Marathon Bombing
The view from inside Boston. Covering local innovation in tech,0,Bostong Marathon Bombing
Ariel to Prospero - 'Hell is empty. And all the devils are here.' Act 1 Scene 2,1,Bostong Marathon Bombing
wannabe #painter  #bird-watcher  #sailor  #scuba diver & citizen of the world - tweeting my own opinions...,1,Bostong Marathon Bombing
side eye enthusiast.,1,Bostong Marathon Bombing
be inspiring Ï¬,1,Bostong Marathon Bombing
West Virginian,1,Bostong Marathon Bombing
Real-Time De-Centralized News-Wire. Please be informed! (Tweet/RT äÊ endorsement) -Chinese Artists Dai Dudu  Natickite  love all areas of nutrition & sports especially women's soccer; my tweets are my own,1,Bostong Marathon Bombing
'In the best British SF tradition.' ~Guardian. BSFA Award nominee. Audio drama enthusiast. Member of @TheWritersGuild. Appears on @nickcave Abattoir Blues DVD.,0,Bostong Marathon Bombing
¾öÔÀâ¡±±¼¼ Lately  occasional Flathead Valley Police Blotter amanuensis  mental detritus etc,1,Bostong Marathon Bombing
@PrimozVallant Independent Author,0,Bostong Marathon Bombing
Do ur squats. Eat ur vegetables. Wear red lipstick. Don't let anybody be mean to you. -- Travel. Explore. Live ur life. Follow ur dreams. Stay weird.,1,Bostong Marathon Bombing
Travels,1,Bostong Marathon Bombing
Patiently waiting for second breakfast.,1,Bostong Marathon Bombing
methodist youth worker,1,Bostong Marathon Bombing
Conservative JudeoChristian wife/mom. Army brat. Progressives/liberals=treason. obama IS the Antichrist. islam is a cancer best treated with radiation.  Internationally Published Author & Law Professor,1,Bostong Marathon Bombing
Avalanche fanatic,1,Bostong Marathon Bombing
healthy recipes  and the latest in health and celebrity trends.,1,Bostong Marathon Bombing
5x Grammy winning master mixer who's worked with Michael Jackson  Engels  Luxemburg and Lenin.,1,Bostong Marathon Bombing
En mode coupe du monde de Rugby ! Allez les bleus ! Pendant la durÌ©e de la RWC je ne rÌ©ponds plus de mes tweets ;)  but not inane  and just a little vain. Alhumdu'lillah ªÊü,1,Bostong Marathon Bombing
Communications exec,1,Bostong Marathon Bombing
The Choose NOW Speaker Team is part of the @ChooseNOWmin network,0,Bostong Marathon Bombing
Atletismo en MÌ©xico,0,Bostong Marathon Bombing
MN Farmers Feed US is a program designed to educate Minnesota consumers about the farmers that grow the food they love. http,0,Bostong Marathon Bombing
All things Boerum Hill,0,Bostong Marathon Bombing
TU Hurricane Fan!! Denver Broncos fan!! Running is my passion. Mile PR: 4:59! 5k PR: 17:44!,1,Bostong Marathon Bombing
#PR #Marketing @mfbrehab. Adjunct Professor @IUPUIjournalism @AndersonU. Love @slicklaroo. Alumnus @AndersonAlumni @IUPUI. #AskForMary #J360 #J560 #C3370  tech enthusiast.,1,Bostong Marathon Bombing
The only way to do great work  #AVFC & @JChalifour! Proud owner of the Green Bay @Packers!,1,Bostong Marathon Bombing
Sergeant's Sentinel is dedicated to Service Dogs,0,Bostong Marathon Bombing
Sales Leader,1,Bostong Marathon Bombing
Connector; @ODCamp 'organisator';  @OpenDataAha @AHADigitalltd @nqminds; helping out at @ODICardiff; #OpenData enthusiast,1,Bostong Marathon Bombing
The Windsor Star's managing editor,0,Bostong Marathon Bombing
Postgraduate,1,Bostong Marathon Bombing
Professional Storyteller at @KOAA,0,Bostong Marathon Bombing
