description,is_gen_pub,source
"Media Maestro: AP, News 12 Telemundo, Univision, VOA, NBC, Imaginus.  http Seeya, bientôt, adiosi, bisbald, ciao, ???",0,Brussel Airport Bombing
"PUTTING PROTEST BACK IN PROTESTANT! Blog: http News: http 
I do not necessarily share all the views and opinions posted",1,Brussel Airport Bombing
Courage is being scared to death but saddling up anyway.~John Wayne. American #NoSharia RT's are RT's. :p ??s #art #music Don't cover me bro! #BanTheBurka,1,Brussel Airport Bombing
"RT ? endorsement | http |  http | Follower of Christ Jesus, King of Kings, Lord of Lords! Mohammed's DEAD, JESUS IS ALIVE!",1,Brussel Airport Bombing
Interrogare Semper | 2 min per re-tweet,1,Brussel Airport Bombing
"#Trump2016 #realDonaldTrump
Developer of MagChat... First Conservative Group Chat Program (free)
http",1,Brussel Airport Bombing
"Progressive.Always have been.Not a Dem or Socialist, Equality, Feminist, Atheist Jew.Fact check the lies and smears against #Hillary2016 http",1,Brussel Airport Bombing
"JehovahGod , Family , Conservative , NFL, #1A , #2A , Born In TEXAS, All are welcome (R) & (D) (I). Pray  , Our leaders need to find their morals dude.
:)",1,Brussel Airport Bombing
Curious about everything air travel related.,1,Brussel Airport Bombing
"Wheels are turning, new things are imminent.  Advocating God's science.  Contacted by aliens, chronicle at thelupusproject on wordpress",1,Brussel Airport Bombing
Reporting for: @FOX5Atlanta Tips: dana.fowle@foxtv.com And finally: http,0,Brussel Airport Bombing
2 cats... many opinions,1,Brussel Airport Bombing
"Freethinker; Egalitarian; Left-Libertarian (Mutualist leaning) #GamerGate #PC #Gamer (0 consoles since 90's), Former #TableTop #RPG Gamer (still miss it)",1,Brussel Airport Bombing
Black and White...,1,Brussel Airport Bombing
"Doing the right thing means you may not be popular, you may not win friends, but you can sleep at night!",1,Brussel Airport Bombing
"Educator/certified, BS in Education & Psychology, Real Estate professional. Interested in Politics, Religious studies, Art & Music, Football Go Knights!",1,Brussel Airport Bombing
"Historian, Adjunct Professor, and independent IT consultant at your service!",1,Brussel Airport Bombing
Join The Recovery Room Podcast to education others on Islam by a Muslim convert. But it isnt all serious in here isnt laughter the best medicine?,0,Brussel Airport Bombing
#HealthyFood Blogger Owner/CoFounder of @HealthyAperture  #TheRecipeReDux #BlogBrulee Get my #QuickFixKitchen recipes,0,Brussel Airport Bombing
The only way to do great work is to love what you do.,1,Brussel Airport Bombing
"Hey #GOP! When #God gives you #Lemmings, make for a Cliff. America, be ever vigilant.  The Lemming Party is in free fall - but is not dead.",1,Brussel Airport Bombing
Retired .... US Dept. of Education. Born in San Francisco ... WWII veteran,1,Brussel Airport Bombing
You ate yours. These are mine.,1,Brussel Airport Bombing
Brooke was hereee :-),1,Brussel Airport Bombing
"The Okanagan's Homepage offering breaking local news, video, weather, classifieds and forums.",0,Brussel Airport Bombing
Get Windows_support to protect your computer. You need the proper updates for your operating system.Here You can get more updates.,0,Brussel Airport Bombing
"Well Armed 
A Great Sinner 
Politically Incorrect 
Donald J Trump Common Sense Conservative 
#IStandWithIsrael 
#TRUMP2016",1,Brussel Airport Bombing
"Executive Chef, Philanthropist, Adventure Seeker",1,Brussel Airport Bombing
@AZCardinals,1,Brussel Airport Bombing
"I'm a mom, wife, daughter, grandma but most importantly I am a Christian.",1,Brussel Airport Bombing
"I'm just an ordinary girl trying to do extraordinary things in my little corner of the world. Follow me, and I'll follow you.",1,Brussel Airport Bombing
"Motorcycle Tours, Motorcycle Rentals and Travel Service for Motorcycle Adventure Enthusiasts",0,Brussel Airport Bombing
"GOD, FAMILY, BRAINS n GUTS. NOT EVERY AMERICAN HAS THEM, BUT EVERY AMERICAN NEEDS THEM. CAN'T STAND ANTI-AMERICANS OR LEFTIST PROPAGANDA. SUKRZ'LL VOTE 4TRUMP!",1,Brussel Airport Bombing
"CANAL + EN HOLLYWOOD, TENTACIONES, http",0,Brussel Airport Bombing
"A Wizard, A True Star",1,Brussel Airport Bombing
"NRA Life Member, GOA Life Member. NRA Certified Range Officer. SAF Life Member. NJ2AS. leftists= communists.Solicitors Blocked. ISLAM = EVIL. . NO LISTS.",1,Brussel Airport Bombing
Breaking the news in Kansas City since 1880.,0,Brussel Airport Bombing
"Always listen. Manipulate sounds. Co-host @taperadio, a radio show about people who make radio. Make @radiosidewalks. Former @NPRinvisibilia PA. Listen always.",0,Brussel Airport Bombing
The official twitter feed of @CBSNews. Follow for original reporting and trusted news.,0,Brussel Airport Bombing
"News/Talk KRMS, The Voice of the Lake of the Ozarks. 1150am, 97.5fm & 104.9fm",0,Brussel Airport Bombing
Come what may and love it,1,Brussel Airport Bombing
The latest political news and opinion from left to right and back on a single page.,0,Brussel Airport Bombing
"Intellectually curious. Asks 'why not'? Wife, Mother, Friend, Bizwoman. Love travel, architecture, design. Zep phreak. Vote #Trump2016",1,Brussel Airport Bombing
"Unofficial NYTimes API feed.  Read more than your 20 articles/month allotment, because you came from Twitter!  Data provided by The New York Times.",0,Brussel Airport Bombing
Being aware of and managing my ignorance. Blogs for @CreativityPost,1,Brussel Airport Bombing
"Risk assessment and disaster recovery consultant, marketing director and project manager, freelance writer, Patriot.",1,Brussel Airport Bombing
The Eagle Has Landed. Trump is here to save the day. Someone has to & there's no one more capable! The Force is strong in #PresidentTrump! #Trump2016,1,Brussel Airport Bombing
International architecture student at Texas A&M University '18 snapchat: diegosb16 insta:yourfavbean_diego,1,Brussel Airport Bombing
"Engineer, Atheist, Pro-Choice, Pro-Gun, Pro-Universal Healthcare and Freedom.
Trump is a scumbag, vote 4 Cruz. Islam is today's Nazism. Ban Islam Deport Muslims",1,Brussel Airport Bombing
"The place to be heard! Your comments/Twitter handle may be used by The View, including being published online/on TV | Tweets by @sydneyberger & @nateexo",0,Brussel Airport Bombing
Christian Life Resources educates people on what Gods Word says about the value and sanctity of life. Mobilizing Christians to make God-pleasing decisions!,0,Brussel Airport Bombing
"Husband, dad, musician, educator, runner. Director of @StompNHoller. Pastor of worship for @RedwoodCovenant.",1,Brussel Airport Bombing
"writer, comic book artist. Co-creator of Steel, The Death of Superman, etc.",1,Brussel Airport Bombing
"Conservative father and grandfather. I support Flat Tax, Term Limits and Limited Government!",1,Brussel Airport Bombing
A lone Republican voice cast in the Land of Hollywood WRITEVOTERECALL,1,Brussel Airport Bombing
I ?? this country & will stand up 4 what's right. #Jewish conservative girl w/my own opinions. TIME 2 take back our Country! #tcot #istandWithIsrael #BanCAIR!,1,Brussel Airport Bombing
"The @PacificU Center for Peace & Spirituality provides students with the opportunity to engage in study, reflection and action. @RevChuckCurrie, Director.",0,Brussel Airport Bombing
UH Rainbow Babies & Children's is one of the most trusted names in children's health care.,0,Brussel Airport Bombing
"Love life, family,friends, and LIBERALS",1,Brussel Airport Bombing
storm chaser skywarn spotter,1,Brussel Airport Bombing
? I try too hard to be cute | foodie | geek | art lover | fueled by plant based yummies and cat videos ?,1,Brussel Airport Bombing
I love shoes and watches and belts and hats.,1,Brussel Airport Bombing
"Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment Buddha",1,Brussel Airport Bombing
"? The heart, like the mind, has  memory.  And in it are kept the most precious keepsakes.? Lineage to 1634 Mass, Founding Fathers SAR? #USAF ?#Vietnam #VETERAN?",1,Brussel Airport Bombing
"I like technology (tech), professional (pro) wrestling, news, politics, entertainment, cleaning up after others, including myself, collecting things, and so on.",1,Brussel Airport Bombing
No hablo stupid. Patriot. Constitutionalist. Free thinker. Independent. Limited government. Term limits. Secure our borders. American.,1,Brussel Airport Bombing
Common Wisdom Management http,0,Brussel Airport Bombing
Everyone should be required to write a one line bio.,1,Brussel Airport Bombing
"Life's not a journey to the grave trying to arrive safely in a well preserved piece, but to skid broadside, thoroughly used up, worn out, shouting Geronimo!",1,Brussel Airport Bombing
"Proud Liberal, #GunSense, USAF Vet., Retired 911 Opr, #LGBT #UniteBlue #Equality #VoteBlue2016 #NoWayNRA I Tweet way left #LegalizeIt #HillYes",1,Brussel Airport Bombing
"Failure to nourish the SOUL is a day stolen, mutilated & discarded in the gutter of destiny_

#KARMA will bitch-slap you


DAD #MARINE
BROTHER #FBI
MOM #RIP",1,Brussel Airport Bombing
"Jack of all trades, master of none; tho often better than a master of one...",1,Brussel Airport Bombing
Kylie's dad. Private citizen forever trying to make sense of it all. Disillusioned by fakers.,1,Brussel Airport Bombing
President of Independent Talk 1100 KFNX,0,Brussel Airport Bombing
http Stop the lies against the Dominican Republic. Dios Patria Libertad,1,Brussel Airport Bombing
#stoprepelites #TRUMP #bringbackmanufacturing #makeamericagreatagain #commonsenseconservatives,0,Brussel Airport Bombing
"An American lawyer's take on current events, politics, government & law, foreign policy, energy scarcity, religion, sports and of course Mr. Stern.",1,Brussel Airport Bombing
THE ORIGINAL BLUE SUPREMACIST #CounterJihad flwd by @SeanHannity @PamelaGeller @FrankGaffney @JessieJaneDuff  @mschlapp @JimGeraghty @CPAC @NRO,1,Brussel Airport Bombing
"Reagan Conservative, Voted My first time for Reagan. Grew up when we were free!",1,Brussel Airport Bombing
"Lots of Anti-Obamacare News. 2A Supporter, Conservative and Christian. No Effity F'n Here, Please.",1,Brussel Airport Bombing
"Covering all Academic, Athletic, Cultural, and Social information with regards to the University of Florida.  http",0,Brussel Airport Bombing
Gourmet food truck specializing in international sliders and other gourmet street food. Foodies welcome!,0,Brussel Airport Bombing
Christian - Conservative - Believer in Constitution.,1,Brussel Airport Bombing
WEWS NewsChannel5 is On Your Side with breaking news & weather updates from northeast Ohio.,0,Brussel Airport Bombing
"the international site for models, artist and more.",0,Brussel Airport Bombing
"Music, Comedy, Politics and Random Thoughts of Me",1,Brussel Airport Bombing
Tampa | ??? | Aquinas Rugby,1,Brussel Airport Bombing
Believer. Husband. Son. Brother. Cigar Lover. Instigator and former TV Sportsguy turned Mad Man . Every day is a gift & adventure.  Love every moment you have.,0,Brussel Airport Bombing
"?????I love my God, my family, my friends and my country Forever a STEELER FAN - Sip a little tequila",1,Brussel Airport Bombing
im boring ) :,1,Brussel Airport Bombing
#Dogs #Theater #Music #Art #DogTraining #Tolerance #Peace #UniteBlue #SocialMediaStrategist #OFA #LGBT RT not endorsements. I #Followback & #Unfollowback,1,Brussel Airport Bombing
people who think about what they say- lie alot.,1,Brussel Airport Bombing
#Christian #BanIslam #2A #VoteTrump2016 #SecureTheBorder #noamnesty #makeamericagreatagain #GunOwners #Trump2016 #nobama #Veteran #USMC,0,Brussel Airport Bombing
"37,Jesus-follower,Libertarian,cuz gay people are cool & weed should be legal,mostly lean right! Mom 1w/Autism.Alcohol-free since 4/17/08! Paranormal Enthusiast!",1,Brussel Airport Bombing
damaged goods produced from the motherland. free spirited. terrifying. strange and beautiful.,1,Brussel Airport Bombing
"Husband, Father, Catholic School Teacher, Professional Soldier, Career Military Officer, Pilot In Command, Student of History and Politics, Lover of Life.",1,Brussel Airport Bombing
The official (and automated) Twitter account of the Aboriginal News Group (ANG),0,Brussel Airport Bombing
Nobody. I mostly just follow and retweet.,1,Brussel Airport Bombing
"Republican, Counting the days until Obama's gone. 2nd Amendment welcome in Florida. Trump 2016____
 Part of the 47%  Screw Romney",1,Brussel Airport Bombing
My rite is to write what's right. I'm here to balance out boredom & seriousness. The day I start worrying about followers is the day I stop casting shadows.,1,Brussel Airport Bombing
Just sharing what I have learned...,1,Brussel Airport Bombing
everything is true and nothing is true!,1,Brussel Airport Bombing
"Ret'd math/science teacher/hubby @RETATC. Sold CA farm & moved 2 TX. LUV TX! DAR member. Ancestry traces 19 Revolutionary War Patriots, 4 Mayflower passengers.",1,Brussel Airport Bombing
Always a Queen. Absolutely NO disrespect allowed. I ignore foolishness. #NJ #FL,1,Brussel Airport Bombing
sdsu '17 | phx native,1,Brussel Airport Bombing
County of Hudson Office of Emergency Management,0,Brussel Airport Bombing
"Protect our Constitution,Keeping our Liberty, 2nd amendment, Freedom",1,Brussel Airport Bombing
"Janie Johnson takes a stand 4 conservatism, patriotism & optimism: Don't Take My Lemonade Stand & Obama 2012 Slogans.Protect our Kids! #WakeUpAmerica",1,Brussel Airport Bombing
27 Year Old Single Pasadena City College I want  have a good friendship,1,Brussel Airport Bombing
"Educator, Writer, Real Estate Pro, Conservative, former Business Executive,  Business Consultant, College Football Player.",1,Brussel Airport Bombing
An hourly update of the top two words appearing in major news sources' headlines.,0,Brussel Airport Bombing
8th Gen. Native Texan. Offensive Coordinator and OLine Coach.  Father of 4.  Lover of my wife.  Hater of aggy,1,Brussel Airport Bombing
St John's University #sju19. I'm God's masterpiece that's still being sculpted,1,Brussel Airport Bombing
Discovering the artist that I am  Photographer at @gsusignal  Feminist  #BlackLivesMatter  #TransIsBeautiful  Snapchat: justinside96,1,Brussel Airport Bombing
KMPH FOX26 Ten O'clock News Anchor,0,Brussel Airport Bombing
Retired math prof/grandma Christian married libertarian-conservative plz follow backup @back61soprano retweet not an endorsement #ccot #tcot #PJNET #TGDN,1,Brussel Airport Bombing
26; Grad student; i follow the guy code 100% #teamfollowback #teamjersey #wemisslydia,1,Brussel Airport Bombing
"Conservative 'Love GOD, Family & USA., Guns, Military, Law Enforcement & EMS. #CCOT #Palin #RushBabe #NASCAR #RedEye #BreitbartArmy #WAR #MolonLabe",1,Brussel Airport Bombing
"Sports addict, running fool, nature lover. All stated opinions are my own. #GoBeach",1,Brussel Airport Bombing
Taking your yogurt since 1988 Meme-ing since 2000 Drunk since 2010 Mastered Accountancy 2013 Still not dead 2016   @TheYogurtThief ~ Telegram,1,Brussel Airport Bombing
"NO MORE ILLEGALS/REFUGEES! ARREST OBAMA FOR TREASON! NO BOOTLICKERS! TRUMP FOR PRESIDENT, CRUZ/ LIBS/DEMS/PROGS CAN ALL GO TO HELL - I'LL GO TO TEXAS!",1,Brussel Airport Bombing
Senior editor @MilitaryTimes * @ArmyTimes * @MarineTimes * @NavyTimes * @AirForceTimes | Phisherman | Les Expos de Montréal are my Brooklyn Dodgers,0,Brussel Airport Bombing
"Human, American, Arab, Palestinian, husband, father, attorney, rebel and child at heart!",1,Brussel Airport Bombing
@NBCInvestigates reporter based in L.A. focusing on #police #courts #homelandsecurity stories across the Western U.S. andrew.blankstein@nbcuni.com,0,Brussel Airport Bombing
Software engineer working at Vistaprint.,0,Brussel Airport Bombing
"Christian Conservative.Retired Educator. Birthplace Ft Payne Ala. mother of 2 - Grandmother of 6 #TPP #RTR#UNC block rhinos,liberals&atheists - muzlims gone",1,Brussel Airport Bombing
"lover of Conservatism, Cameras, Chiantis, Cigars, sarcasm... and TD!",1,Brussel Airport Bombing
#Veterans @NewYorkGOP #Trump2016 #MakeAmericaGreatAgain #NY #Veterans4Trump #TeamTrump  #Tactical #TrumpTrain #TrumpArmy #TeamTrumpNY #TrumpCyberTeam,0,Brussel Airport Bombing
Love traveling & living life to its fullest! Health/Fitness Coach. Marathon Runner. Graduate of IIN. Studying for my NASM & Precision Nutrition Cert. #SweatPink,1,Brussel Airport Bombing
? @Time2Gossip Followed & Retweeted 10x ? http http,1,Brussel Airport Bombing
Fusfoo brings millennials and generation Z thoughtful and smart content worth reading that's written with passion and honesty.,0,Brussel Airport Bombing
naomi is my spirit animal,1,Brussel Airport Bombing
"Author of The People's Republic of Amnesia: Tiananmen Revisited, 

 Visiting Professor of Journalism at the University of Michigan",0,Brussel Airport Bombing
"Small Govn't, Patriotic, 1st-gen American. Love Jesus, politics, country , ??, traveling, my 2nd amendment right & ??! Daddy's girl! #SupportOurTroops #Bruin",1,Brussel Airport Bombing
Sharing inspirational thoughts that have helped me and may help you. LDS. Father. Husband.,1,Brussel Airport Bombing
"CEO of Digital Content Next (@DCNorg) - Advancing the Future of Trusted Content. And occasional dad, Buckeyes, Yankees, #EV banter. Formerly CBS Sports.",0,Brussel Airport Bombing
"I love my new city #Houston, Go Texans !! Go Astros!! Go Dynamo !!",1,Brussel Airport Bombing
Unreconstructed shitlord.  Curmudgeonly US Army veteran.  Christian Reactionary. Fashy Traditionalist. Intersectional Southern Nationalist. #altright #Trump2016,1,Brussel Airport Bombing
To the PC Police!......,1,Brussel Airport Bombing
Eater of food. Drinker of beverages. Breather of air. #Atheist. #Antitheist. Animal lover. #Liberal. I'm good without god,1,Brussel Airport Bombing
Multi Media Journalist for Gephardt Daily; Advocate in Education and Awareness of Domestic Violence,0,Brussel Airport Bombing
"Almost 40 years reporting/commenting on Pgh sports on TV, Radio, Newspaper. Author of Just Watch The Game. No apologies for my age.",0,Brussel Airport Bombing
"performing #songwriter #mcphersonguitars @asgirlsgo, re-creator of #furniture/jewelry #dogrescue #fashion #politics #independent",1,Brussel Airport Bombing
From the staff of The #SitRoom w/ @WolfBlitzer. Tune in from 5-7pm ET weekdays on @CNN.,0,Brussel Airport Bombing
"Digital Producer @wsbtv, former crime reporter @aldotcom, Auburn grad, Virgo. *Tweets are my views, favorite rap lyrics.",0,Brussel Airport Bombing
"Supplementing the FloriDuh IQ with a Quick Review of News, Politics, Music, Movies, Restaurants & Events.",1,Brussel Airport Bombing
Marimbist! Drummer!  Percussionist! Cultural Enthusiast! Food ! Animal Lover!...what more does anyone need in life? ;),1,Brussel Airport Bombing
"Photographer, activist, traveler, teacher, and general optimist http http",1,Brussel Airport Bombing
I Tweet The Latest Information Ranging From #Music| #News| #Videos| #Entertainment| #Sports| Follow to stay Updated with the world's happening.,1,Brussel Airport Bombing
"Moviegoer, who dislikes Spoilers! General Motors Fan and always Proud of the USA.  Voting for Trump for President or staying home if he's not nominated.",1,Brussel Airport Bombing
Military and defense editor @businessinsider. Army brat wearing dad's combat boots and saluting. http,0,Brussel Airport Bombing
"I'M AN IDEALIST. I DON'T KNOW WHERE I'M GOING, BUT  I'M ON MY WAY. CS. #UniteBlue #TNTweeters #AINF",1,Brussel Airport Bombing
Media consultant. Quote ur source & redemption bring forth - Talmud | All Opinions are my Mums #Mideast #Judaism #BeNice #IfOnlyYouKnew!,1,Brussel Airport Bombing
I'm just some loser on the internet that got bored and made a Twitter.,1,Brussel Airport Bombing
"DJ - Writer - Loner - Fighter - Queer - Human - My wife is Kelly :)
- Music I Like: http",1,Brussel Airport Bombing
"not here after followers just having fun reading, tweeting, hashtaggin 2b seen, hoping one day I'll be professionally creative in some shape, form or way",1,Brussel Airport Bombing
"When the debate is lost, slander becomes the tool of the loser. Socrates *Patriot*NaturalHealth*Genesis9:13",1,Brussel Airport Bombing
"Conservative, fierce defender of Truth, Life, God, Guns and Country, Proud mother of 2 amazing boys. Give me Liberty or Give me Death!! #Trump2016",1,Brussel Airport Bombing
"Political & News Junkie, Proud Texas Woman, Nat'l Grassroots Health Care & Gun Safety Advocate, Proud Grandmother & Mom, Longhorn Fan.",1,Brussel Airport Bombing
let me take pictures of your butt. IG:degenerateart574,1,Brussel Airport Bombing
"Reading, Pennsylvania, Personal Injury Lawyer Serving the I-80, I-78 and I-81 Corridors and Surrounding Counties",1,Brussel Airport Bombing
"Passionate advocate of our precious and irreplaceable oceans, beaches, and wildlife. Unshakable supporter of Liberty, Constitution, Bill of Rights...and TRUMP!",1,Brussel Airport Bombing
PHOTOGRAPHY & PUBLICIST ©Susan Garren Photography http,0,Brussel Airport Bombing
"Christian Conservative
#IStandWithIsrael 
#PrayForIsrael 
#StandWithNetanyahu
#ProudTexan #Bluehand",1,Brussel Airport Bombing
"Jesus,Cruz2016, Military,SS for Amer,No Amnesty,Secure Borders,Pro-Life,Save Constitution,Rights & Land back to states, Reduce Fed Govt & Agencies,reduce debt,",1,Brussel Airport Bombing
? #Las @Vegas News Now ? 3773 Howard Hughes Pkwy ? #LasVegas ? #Nevada ? #sincity ? #vegas ? @VEGAScom ? #vegastech ? #vegasnews ? #unlv ? @wsop ? #vegasbaby ?,0,Brussel Airport Bombing
"Free-Spirited, Eclectic Pagan Witch. Dog Mom. Caregiver. Nature Lover. Manic Depressive )O(",1,Brussel Airport Bombing
I love harry with all my heart he is my everything,1,Brussel Airport Bombing
never trendy/ #FreeAmirNow is HOME! #FreedAmir                        NO ANGRY HATERS,1,Brussel Airport Bombing
Business Reporter @Publici | Bill Gates Scholar @gatesfoundation | @Columbia & @columbiajourn Alum | @Georgetown Alum | @GWtweets Alum,0,Brussel Airport Bombing
#Independent #criticalfreethinker #contrarian sometimes left sometimes right #2PartyJoke where both Embrace #War #Tyranny #Imperialism   RT doesn't=endorsement,1,Brussel Airport Bombing
HR Exec. AYLA LAX Mom. Blackhawks Fan. Fighting Illini. Married with Children and One Angel! Links and retweets not endorsements. Opinions my own.,1,Brussel Airport Bombing
Life. Explained.,1,Brussel Airport Bombing
Fighting against the Marxist/Communist attack on this country ?VOTE MARXIST-HACKS OUT? :? Congressional Progressive Caucus ? : http ,1,Brussel Airport Bombing
"Journalism minion / de Beauvoir enthusiast, covering Europe Breaking News for @IBTimes formerly @CNN @Yale alum",0,Brussel Airport Bombing
"Book publisher by day, Cal fan all the time. I support @CuonzoMartin. Sign this petition to support him too: http Go Bears!",1,Brussel Airport Bombing
"Only a virtuous people are capable of freedom. Fruit of the Spirit, Gal.5:22-23. Love,Kindness,Peace.",1,Brussel Airport Bombing
54 yro single enraged Conservative grandma of twin Texas Tornado granddaughters & stealthy tool wielding grandson Vet USAF cold war nurse,1,Brussel Airport Bombing
"Global Broadcaster operating 4 radio stations and FREEAD4U classifieds out of Miami, Florida.

http

http",0,Brussel Airport Bombing
"Going to changes is hard. Zzz I want to have Kids already. 
Los Angeles, California 
Snapchat: Christiansotelo
Cell:7146132288
MHS class 15",1,Brussel Airport Bombing
"Advancing the art and science of public relations since 1959, tweets from RPRS board members",0,Brussel Airport Bombing
"Psalmist  and Praise & Worship Leader for New Spirit Revival Center. Honored to be a New G with the Dr. Ricky Dillard! Love the Lord, Life, and Laughter!",1,Brussel Airport Bombing
"Videos, Photos & Write-Ups Concerning You, My Primary Interest Is On Montenegro. Got Something Interesting For Us? vofnmail@gmail.com +2349091177639",0,Brussel Airport Bombing
"Everyone has something to contribute, but if you don't know the answer to the question, just say,I don't know.",1,Brussel Airport Bombing
"Dogs, books, history, The Constitution, TEXAS, humor, law, justice. RTs & hearts don't necessarily mean what you think. Twitter = fun & useful.",1,Brussel Airport Bombing
"Husband, Dad, and Gov. of Ohio. This account is run by Kasich For America staff. Tweets from John Kasich are signed with -John -Chip in: http",0,Brussel Airport Bombing
"Wife, mother, grandmother.Retired. Love my country & striving for a better America for all citizens. #PJNET #TCOT #CTOT RT may not mean I agree",1,Brussel Airport Bombing
Fulbright Hubert Humphrey Alumna in journalism and communication 2010/2011 ASU Walter Cronkite School of Journalism; Re-tweets ? endorsements.,0,Brussel Airport Bombing
